symbol,exchange,missing_date,missing_type
001308,,2025-12-12,GAP
001308,,2025-12-15,GAP
001308,,2025-12-16,GAP
001308,,2025-12-17,GAP
001308,,2025-12-18,GAP
001308,,2025-12-19,GAP
001308,,2025-12-22,GAP
001309,,2025-11-28,GAP
001309,,2025-12-01,GAP
001309,,2025-12-02,GAP
001309,,2025-12-03,GAP
001309,,2025-12-04,GAP
001309,,2025-12-05,GAP
001309,,2025-12-08,GAP
001309,,2025-12-09,GAP
001309,,2025-12-10,GAP
001309,,2025-12-11,GAP
001309,,2025-12-12,GAP
001309,,2025-12-15,GAP
001309,,2025-12-16,GAP
001309,,2025-12-17,GAP
001309,,2025-12-18,GAP
001309,,2025-12-19,GAP
001309,,2025-12-22,GAP
001311,,2025-11-28,GAP
001311,,2025-12-01,GAP
001311,,2025-12-02,GAP
001311,,2025-12-03,GAP
001311,,2025-12-04,GAP
001311,,2025-12-05,GAP
001311,,2025-12-08,GAP
001311,,2025-12-09,GAP
001311,,2025-12-10,GAP
001311,,2025-12-11,GAP
001311,,2025-12-12,GAP
001311,,2025-12-15,GAP
001311,,2025-12-16,GAP
001311,,2025-12-17,GAP
001311,,2025-12-18,GAP
001311,,2025-12-19,GAP
001311,,2025-12-22,GAP
001313,,2025-11-28,GAP
001313,,2025-12-01,GAP
001313,,2025-12-02,GAP
001313,,2025-12-03,GAP
001313,,2025-12-04,GAP
001313,,2025-12-05,GAP
001313,,2025-12-08,GAP
001313,,2025-12-09,GAP
001313,,2025-12-10,GAP
001313,,2025-12-11,GAP
001313,,2025-12-12,GAP
001313,,2025-12-15,GAP
001313,,2025-12-16,GAP
001313,,2025-12-17,GAP
001313,,2025-12-18,GAP
001313,,2025-12-19,GAP
001313,,2025-12-22,GAP
001314,,2025-11-28,GAP
001314,,2025-12-01,GAP
001314,,2025-12-02,GAP
001314,,2025-12-03,GAP
001314,,2025-12-04,GAP
001314,,2025-12-05,GAP
001314,,2025-12-08,GAP
001314,,2025-12-09,GAP
001314,,2025-12-10,GAP
001314,,2025-12-11,GAP
001314,,2025-12-12,GAP
001314,,2025-12-15,GAP
001314,,2025-12-16,GAP
001314,,2025-12-17,GAP
001314,,2025-12-18,GAP
001314,,2025-12-19,GAP
001314,,2025-12-22,GAP
001316,,2025-11-28,GAP
001316,,2025-12-01,GAP
001316,,2025-12-02,GAP
001316,,2025-12-03,GAP
001316,,2025-12-04,GAP
001316,,2025-12-05,GAP
001316,,2025-12-08,GAP
001316,,2025-12-09,GAP
001316,,2025-12-10,GAP
001316,,2025-12-11,GAP
001316,,2025-12-12,GAP
001316,,2025-12-15,GAP
001316,,2025-12-16,GAP
001316,,2025-12-17,GAP
001316,,2025-12-18,GAP
001316,,2025-12-19,GAP
001316,,2025-12-22,GAP
001317,,2025-11-28,GAP
001317,,2025-12-01,GAP
001317,,2025-12-02,GAP
001317,,2025-12-03,GAP
001317,,2025-12-04,GAP
001317,,2025-12-05,GAP
001317,,2025-12-08,GAP
001317,,2025-12-09,GAP
001317,,2025-12-10,GAP
001317,,2025-12-11,GAP
001317,,2025-12-12,GAP
001317,,2025-12-15,GAP
001317,,2025-12-16,GAP
001317,,2025-12-17,GAP
001317,,2025-12-18,GAP
001317,,2025-12-19,GAP
001317,,2025-12-22,GAP
001318,,2025-11-28,GAP
001318,,2025-12-01,GAP
001318,,2025-12-02,GAP
001318,,2025-12-03,GAP
001318,,2025-12-04,GAP
001318,,2025-12-05,GAP
001318,,2025-12-08,GAP
001318,,2025-12-09,GAP
001318,,2025-12-10,GAP
001318,,2025-12-11,GAP
001318,,2025-12-12,GAP
001318,,2025-12-15,GAP
001318,,2025-12-16,GAP
001318,,2025-12-17,GAP
001318,,2025-12-18,GAP
001318,,2025-12-19,GAP
001318,,2025-12-22,GAP
001319,,2025-11-28,GAP
001319,,2025-12-01,GAP
001319,,2025-12-02,GAP
001319,,2025-12-03,GAP
001319,,2025-12-04,GAP
001319,,2025-12-05,GAP
001319,,2025-12-08,GAP
001319,,2025-12-09,GAP
001319,,2025-12-10,GAP
001319,,2025-12-11,GAP
001319,,2025-12-12,GAP
001319,,2025-12-15,GAP
001319,,2025-12-16,GAP
001319,,2025-12-17,GAP
001319,,2025-12-18,GAP
001319,,2025-12-19,GAP
001319,,2025-12-22,GAP
001322,,2025-11-28,GAP
001322,,2025-12-01,GAP
001322,,2025-12-02,GAP
001322,,2025-12-03,GAP
001322,,2025-12-04,GAP
001322,,2025-12-05,GAP
001322,,2025-12-08,GAP
001322,,2025-12-09,GAP
001322,,2025-12-10,GAP
001322,,2025-12-11,GAP
001322,,2025-12-12,GAP
001322,,2025-12-15,GAP
001322,,2025-12-16,GAP
001322,,2025-12-17,GAP
001322,,2025-12-18,GAP
001322,,2025-12-19,GAP
001322,,2025-12-22,GAP
001323,,2025-11-28,GAP
001323,,2025-12-01,GAP
001323,,2025-12-02,GAP
001323,,2025-12-03,GAP
001323,,2025-12-04,GAP
001323,,2025-12-05,GAP
001323,,2025-12-08,GAP
001323,,2025-12-09,GAP
001323,,2025-12-10,GAP
001323,,2025-12-11,GAP
001323,,2025-12-12,GAP
001323,,2025-12-15,GAP
001323,,2025-12-16,GAP
001323,,2025-12-17,GAP
001323,,2025-12-18,GAP
001323,,2025-12-19,GAP
001323,,2025-12-22,GAP
001324,,2025-11-28,GAP
001324,,2025-12-01,GAP
001324,,2025-12-02,GAP
001324,,2025-12-03,GAP
001324,,2025-12-04,GAP
001324,,2025-12-05,GAP
001324,,2025-12-08,GAP
001324,,2025-12-09,GAP
001324,,2025-12-10,GAP
001324,,2025-12-11,GAP
001324,,2025-12-12,GAP
001324,,2025-12-15,GAP
001324,,2025-12-16,GAP
001324,,2025-12-17,GAP
001324,,2025-12-18,GAP
001324,,2025-12-19,GAP
001324,,2025-12-22,GAP
001326,,2025-11-28,GAP
001326,,2025-12-01,GAP
001326,,2025-12-02,GAP
001326,,2025-12-03,GAP
001326,,2025-12-04,GAP
001326,,2025-12-05,GAP
001326,,2025-12-08,GAP
001326,,2025-12-09,GAP
001326,,2025-12-10,GAP
001326,,2025-12-11,GAP
001326,,2025-12-12,GAP
001326,,2025-12-15,GAP
001326,,2025-12-16,GAP
001326,,2025-12-17,GAP
001326,,2025-12-18,GAP
001326,,2025-12-19,GAP
001326,,2025-12-22,GAP
001328,,2025-11-28,GAP
001328,,2025-12-01,GAP
001328,,2025-12-02,GAP
001328,,2025-12-03,GAP
001328,,2025-12-04,GAP
001328,,2025-12-05,GAP
001328,,2025-12-08,GAP
001328,,2025-12-09,GAP
001328,,2025-12-10,GAP
001328,,2025-12-11,GAP
001328,,2025-12-12,GAP
001328,,2025-12-15,GAP
001328,,2025-12-16,GAP
001328,,2025-12-17,GAP
001328,,2025-12-18,GAP
001328,,2025-12-19,GAP
001328,,2025-12-22,GAP
001330,,2025-11-28,GAP
001330,,2025-12-01,GAP
001330,,2025-12-02,GAP
001330,,2025-12-03,GAP
001330,,2025-12-04,GAP
001330,,2025-12-05,GAP
001330,,2025-12-08,GAP
001330,,2025-12-09,GAP
001330,,2025-12-10,GAP
001330,,2025-12-11,GAP
001330,,2025-12-12,GAP
001330,,2025-12-15,GAP
001330,,2025-12-16,GAP
001330,,2025-12-17,GAP
001330,,2025-12-18,GAP
001330,,2025-12-19,GAP
001330,,2025-12-22,GAP
001331,,2025-11-28,GAP
001331,,2025-12-01,GAP
001331,,2025-12-02,GAP
001331,,2025-12-03,GAP
001331,,2025-12-04,GAP
001331,,2025-12-05,GAP
001331,,2025-12-08,GAP
001331,,2025-12-09,GAP
001331,,2025-12-10,GAP
001331,,2025-12-11,GAP
001331,,2025-12-12,GAP
001331,,2025-12-15,GAP
001331,,2025-12-16,GAP
001331,,2025-12-17,GAP
001331,,2025-12-18,GAP
001331,,2025-12-19,GAP
001331,,2025-12-22,GAP
001332,,2025-11-28,GAP
001332,,2025-12-01,GAP
001332,,2025-12-02,GAP
001332,,2025-12-03,GAP
001332,,2025-12-04,GAP
001332,,2025-12-05,GAP
001332,,2025-12-08,GAP
001332,,2025-12-09,GAP
001332,,2025-12-10,GAP
001332,,2025-12-11,GAP
001332,,2025-12-12,GAP
001332,,2025-12-15,GAP
001332,,2025-12-16,GAP
001332,,2025-12-17,GAP
001332,,2025-12-18,GAP
001332,,2025-12-19,GAP
001332,,2025-12-22,GAP
001333,,2025-11-28,GAP
001333,,2025-12-01,GAP
001333,,2025-12-02,GAP
001333,,2025-12-03,GAP
001333,,2025-12-04,GAP
001333,,2025-12-05,GAP
001333,,2025-12-08,GAP
001333,,2025-12-09,GAP
001333,,2025-12-10,GAP
001333,,2025-12-11,GAP
001333,,2025-12-12,GAP
001333,,2025-12-15,GAP
001333,,2025-12-16,GAP
001333,,2025-12-17,GAP
001333,,2025-12-18,GAP
001333,,2025-12-19,GAP
001333,,2025-12-22,GAP
001335,,2025-11-28,GAP
001335,,2025-12-01,GAP
001335,,2025-12-02,GAP
001335,,2025-12-03,GAP
001335,,2025-12-04,GAP
001335,,2025-12-05,GAP
001335,,2025-12-08,GAP
001335,,2025-12-09,GAP
001335,,2025-12-10,GAP
001335,,2025-12-11,GAP
001335,,2025-12-12,GAP
001335,,2025-12-15,GAP
001335,,2025-12-16,GAP
001335,,2025-12-17,GAP
001335,,2025-12-18,GAP
001335,,2025-12-19,GAP
001335,,2025-12-22,GAP
001336,,2025-11-28,GAP
001336,,2025-12-01,GAP
001336,,2025-12-02,GAP
001336,,2025-12-03,GAP
001336,,2025-12-04,GAP
001336,,2025-12-05,GAP
001336,,2025-12-08,GAP
001336,,2025-12-09,GAP
001336,,2025-12-10,GAP
001336,,2025-12-11,GAP
001336,,2025-12-12,GAP
001336,,2025-12-15,GAP
001336,,2025-12-16,GAP
001336,,2025-12-17,GAP
001336,,2025-12-18,GAP
001336,,2025-12-19,GAP
001336,,2025-12-22,GAP
001337,,2025-11-28,GAP
001337,,2025-12-01,GAP
001337,,2025-12-02,GAP
001337,,2025-12-03,GAP
001337,,2025-12-04,GAP
001337,,2025-12-05,GAP
001337,,2025-12-08,GAP
001337,,2025-12-09,GAP
001337,,2025-12-10,GAP
001337,,2025-12-11,GAP
001337,,2025-12-12,GAP
001337,,2025-12-15,GAP
001337,,2025-12-16,GAP
001337,,2025-12-17,GAP
001337,,2025-12-18,GAP
001337,,2025-12-19,GAP
001337,,2025-12-22,GAP
001338,,2025-11-28,GAP
001338,,2025-12-01,GAP
001338,,2025-12-02,GAP
001338,,2025-12-03,GAP
001338,,2025-12-04,GAP
001338,,2025-12-05,GAP
001338,,2025-12-08,GAP
001338,,2025-12-09,GAP
001338,,2025-12-10,GAP
001338,,2025-12-11,GAP
001338,,2025-12-12,GAP
001338,,2025-12-15,GAP
001338,,2025-12-16,GAP
001338,,2025-12-17,GAP
001338,,2025-12-18,GAP
001338,,2025-12-19,GAP
001338,,2025-12-22,GAP
001339,,2025-11-28,GAP
001339,,2025-12-01,GAP
001339,,2025-12-02,GAP
001339,,2025-12-03,GAP
001339,,2025-12-04,GAP
001339,,2025-12-05,GAP
001339,,2025-12-08,GAP
001339,,2025-12-09,GAP
001339,,2025-12-10,GAP
001339,,2025-12-11,GAP
001339,,2025-12-12,GAP
001339,,2025-12-15,GAP
001339,,2025-12-16,GAP
001339,,2025-12-17,GAP
001339,,2025-12-18,GAP
001339,,2025-12-19,GAP
001339,,2025-12-22,GAP
001356,,2025-11-28,GAP
001356,,2025-12-01,GAP
001356,,2025-12-02,GAP
001356,,2025-12-03,GAP
001356,,2025-12-04,GAP
001356,,2025-12-05,GAP
001356,,2025-12-08,GAP
001356,,2025-12-09,GAP
001356,,2025-12-10,GAP
001356,,2025-12-11,GAP
001356,,2025-12-12,GAP
001356,,2025-12-15,GAP
001356,,2025-12-16,GAP
001356,,2025-12-17,GAP
001356,,2025-12-18,GAP
001356,,2025-12-19,GAP
001356,,2025-12-22,GAP
001358,,2025-11-28,GAP
001358,,2025-12-01,GAP
001358,,2025-12-02,GAP
001358,,2025-12-03,GAP
001358,,2025-12-04,GAP
001358,,2025-12-05,GAP
001358,,2025-12-08,GAP
001358,,2025-12-09,GAP
001358,,2025-12-10,GAP
001358,,2025-12-11,GAP
001358,,2025-12-12,GAP
001358,,2025-12-15,GAP
001358,,2025-12-16,GAP
001358,,2025-12-17,GAP
001358,,2025-12-18,GAP
001358,,2025-12-19,GAP
001358,,2025-12-22,GAP
001359,,2025-11-28,GAP
001359,,2025-12-01,GAP
001359,,2025-12-02,GAP
001359,,2025-12-03,GAP
001359,,2025-12-04,GAP
001359,,2025-12-05,GAP
001359,,2025-12-08,GAP
001359,,2025-12-09,GAP
001359,,2025-12-10,GAP
001359,,2025-12-11,GAP
001359,,2025-12-12,GAP
001359,,2025-12-15,GAP
001359,,2025-12-16,GAP
001359,,2025-12-17,GAP
001359,,2025-12-18,GAP
001359,,2025-12-19,GAP
001359,,2025-12-22,GAP
001360,,2025-11-28,GAP
001360,,2025-12-01,GAP
001360,,2025-12-02,GAP
001360,,2025-12-03,GAP
001360,,2025-12-04,GAP
001360,,2025-12-05,GAP
001360,,2025-12-08,GAP
001360,,2025-12-09,GAP
001360,,2025-12-10,GAP
001360,,2025-12-11,GAP
001360,,2025-12-12,GAP
001360,,2025-12-15,GAP
001360,,2025-12-16,GAP
001360,,2025-12-17,GAP
001360,,2025-12-18,GAP
001360,,2025-12-19,GAP
001360,,2025-12-22,GAP
001366,,2025-11-28,GAP
001366,,2025-12-01,GAP
001366,,2025-12-02,GAP
001366,,2025-12-03,GAP
001366,,2025-12-04,GAP
001366,,2025-12-05,GAP
001366,,2025-12-08,GAP
001366,,2025-12-09,GAP
001366,,2025-12-10,GAP
001366,,2025-12-11,GAP
001366,,2025-12-12,GAP
001366,,2025-12-15,GAP
001366,,2025-12-16,GAP
001366,,2025-12-17,GAP
001366,,2025-12-18,GAP
001366,,2025-12-19,GAP
001366,,2025-12-22,GAP
001367,,2025-11-28,GAP
001367,,2025-12-01,GAP
001367,,2025-12-02,GAP
001367,,2025-12-03,GAP
001367,,2025-12-04,GAP
001367,,2025-12-05,GAP
001367,,2025-12-08,GAP
001367,,2025-12-09,GAP
001367,,2025-12-10,GAP
001367,,2025-12-11,GAP
001367,,2025-12-12,GAP
001367,,2025-12-15,GAP
001367,,2025-12-16,GAP
001367,,2025-12-17,GAP
001367,,2025-12-18,GAP
001367,,2025-12-19,GAP
001367,,2025-12-22,GAP
001368,,2025-11-28,GAP
001368,,2025-12-01,GAP
001368,,2025-12-02,GAP
001368,,2025-12-03,GAP
001368,,2025-12-04,GAP
001368,,2025-12-05,GAP
001368,,2025-12-08,GAP
001368,,2025-12-09,GAP
001368,,2025-12-10,GAP
001368,,2025-12-11,GAP
001368,,2025-12-12,GAP
001368,,2025-12-15,GAP
001368,,2025-12-16,GAP
001368,,2025-12-17,GAP
001368,,2025-12-18,GAP
001368,,2025-12-19,GAP
001368,,2025-12-22,GAP
001373,,2025-11-28,GAP
001373,,2025-12-01,GAP
001373,,2025-12-02,GAP
001373,,2025-12-03,GAP
001373,,2025-12-04,GAP
001373,,2025-12-05,GAP
001373,,2025-12-08,GAP
001373,,2025-12-09,GAP
001373,,2025-12-10,GAP
001373,,2025-12-11,GAP
001373,,2025-12-12,GAP
001373,,2025-12-15,GAP
001373,,2025-12-16,GAP
001373,,2025-12-17,GAP
001373,,2025-12-18,GAP
001373,,2025-12-19,GAP
001373,,2025-12-22,GAP
001376,,2025-11-28,GAP
001376,,2025-12-01,GAP
001376,,2025-12-02,GAP
001376,,2025-12-03,GAP
001376,,2025-12-04,GAP
001376,,2025-12-05,GAP
001376,,2025-12-08,GAP
001376,,2025-12-09,GAP
001376,,2025-12-10,GAP
001376,,2025-12-11,GAP
001376,,2025-12-12,GAP
001376,,2025-12-15,GAP
001376,,2025-12-16,GAP
001376,,2025-12-17,GAP
001376,,2025-12-18,GAP
001376,,2025-12-19,GAP
001376,,2025-12-22,GAP
001378,,2025-11-28,GAP
001378,,2025-12-01,GAP
001378,,2025-12-02,GAP
001378,,2025-12-03,GAP
001378,,2025-12-04,GAP
001378,,2025-12-05,GAP
001378,,2025-12-08,GAP
001378,,2025-12-09,GAP
001378,,2025-12-10,GAP
001378,,2025-12-11,GAP
001378,,2025-12-12,GAP
001378,,2025-12-15,GAP
001378,,2025-12-16,GAP
001378,,2025-12-17,GAP
001378,,2025-12-18,GAP
001378,,2025-12-19,GAP
001378,,2025-12-22,GAP
001379,,2025-11-28,GAP
001379,,2025-12-01,GAP
001379,,2025-12-02,GAP
001379,,2025-12-03,GAP
001379,,2025-12-04,GAP
001379,,2025-12-05,GAP
001379,,2025-12-08,GAP
001379,,2025-12-09,GAP
001379,,2025-12-10,GAP
001379,,2025-12-11,GAP
001379,,2025-12-12,GAP
001379,,2025-12-15,GAP
001379,,2025-12-16,GAP
001379,,2025-12-17,GAP
001379,,2025-12-18,GAP
001379,,2025-12-19,GAP
001379,,2025-12-22,GAP
001380,,2025-11-28,GAP
001380,,2025-12-01,GAP
001380,,2025-12-02,GAP
001380,,2025-12-03,GAP
001380,,2025-12-04,GAP
001380,,2025-12-05,GAP
001380,,2025-12-08,GAP
001380,,2025-12-09,GAP
001380,,2025-12-10,GAP
001380,,2025-12-11,GAP
001380,,2025-12-12,GAP
001380,,2025-12-15,GAP
001380,,2025-12-16,GAP
001380,,2025-12-17,GAP
001380,,2025-12-18,GAP
001380,,2025-12-19,GAP
001380,,2025-12-22,GAP
001382,,2025-11-28,GAP
001382,,2025-12-01,GAP
001382,,2025-12-02,GAP
001382,,2025-12-03,GAP
001382,,2025-12-04,GAP
001382,,2025-12-05,GAP
001382,,2025-12-08,GAP
001382,,2025-12-09,GAP
001382,,2025-12-10,GAP
001382,,2025-12-11,GAP
001382,,2025-12-12,GAP
001382,,2025-12-15,GAP
001382,,2025-12-16,GAP
001382,,2025-12-17,GAP
001382,,2025-12-18,GAP
001382,,2025-12-19,GAP
001382,,2025-12-22,GAP
001386,,2025-11-28,GAP
001386,,2025-12-01,GAP
001386,,2025-12-02,GAP
001386,,2025-12-03,GAP
001386,,2025-12-04,GAP
001386,,2025-12-05,GAP
001386,,2025-12-08,GAP
001386,,2025-12-09,GAP
001386,,2025-12-10,GAP
001386,,2025-12-11,GAP
001386,,2025-12-12,GAP
001386,,2025-12-15,GAP
001386,,2025-12-16,GAP
001386,,2025-12-17,GAP
001386,,2025-12-18,GAP
001386,,2025-12-19,GAP
001386,,2025-12-22,GAP
001387,,2025-11-28,GAP
001387,,2025-12-01,GAP
001387,,2025-12-02,GAP
001387,,2025-12-03,GAP
001387,,2025-12-04,GAP
001387,,2025-12-05,GAP
001387,,2025-12-08,GAP
001387,,2025-12-09,GAP
001387,,2025-12-10,GAP
001387,,2025-12-11,GAP
001387,,2025-12-12,GAP
001387,,2025-12-15,GAP
001387,,2025-12-16,GAP
001387,,2025-12-17,GAP
001387,,2025-12-18,GAP
001387,,2025-12-19,GAP
001387,,2025-12-22,GAP
001388,,2025-11-28,GAP
001388,,2025-12-01,GAP
001388,,2025-12-02,GAP
001388,,2025-12-03,GAP
001388,,2025-12-04,GAP
001388,,2025-12-05,GAP
001388,,2025-12-08,GAP
001388,,2025-12-09,GAP
001388,,2025-12-10,GAP
001388,,2025-12-11,GAP
001388,,2025-12-12,GAP
001388,,2025-12-15,GAP
001388,,2025-12-16,GAP
001388,,2025-12-17,GAP
001388,,2025-12-18,GAP
001388,,2025-12-19,GAP
001388,,2025-12-22,GAP
001389,,2025-11-28,GAP
001389,,2025-12-01,GAP
001389,,2025-12-02,GAP
001389,,2025-12-03,GAP
001389,,2025-12-04,GAP
001389,,2025-12-05,GAP
001389,,2025-12-08,GAP
001389,,2025-12-09,GAP
001389,,2025-12-10,GAP
001389,,2025-12-11,GAP
001389,,2025-12-12,GAP
001389,,2025-12-15,GAP
001389,,2025-12-16,GAP
001389,,2025-12-17,GAP
001389,,2025-12-18,GAP
001389,,2025-12-19,GAP
001389,,2025-12-22,GAP
001390,,2025-11-28,GAP
001390,,2025-12-01,GAP
001390,,2025-12-02,GAP
001390,,2025-12-03,GAP
001390,,2025-12-04,GAP
001390,,2025-12-05,GAP
001390,,2025-12-08,GAP
001390,,2025-12-09,GAP
001390,,2025-12-10,GAP
001390,,2025-12-11,GAP
001390,,2025-12-12,GAP
001390,,2025-12-15,GAP
001390,,2025-12-16,GAP
001390,,2025-12-17,GAP
001390,,2025-12-18,GAP
001390,,2025-12-19,GAP
001390,,2025-12-22,GAP
001391,,2025-11-28,GAP
001391,,2025-12-01,GAP
001391,,2025-12-02,GAP
001391,,2025-12-03,GAP
001391,,2025-12-04,GAP
001391,,2025-12-05,GAP
001391,,2025-12-08,GAP
001391,,2025-12-09,GAP
001391,,2025-12-10,GAP
001391,,2025-12-11,GAP
001391,,2025-12-12,GAP
001391,,2025-12-15,GAP
001391,,2025-12-16,GAP
001391,,2025-12-17,GAP
001391,,2025-12-18,GAP
001391,,2025-12-19,GAP
001391,,2025-12-22,GAP
001395,,2025-11-28,GAP
001395,,2025-12-01,GAP
001395,,2025-12-02,GAP
001395,,2025-12-03,GAP
001395,,2025-12-04,GAP
001395,,2025-12-05,GAP
001395,,2025-12-08,GAP
001395,,2025-12-09,GAP
001395,,2025-12-10,GAP
001395,,2025-12-11,GAP
001395,,2025-12-12,GAP
001395,,2025-12-15,GAP
001395,,2025-12-16,GAP
001395,,2025-12-17,GAP
001395,,2025-12-18,GAP
001395,,2025-12-19,GAP
001395,,2025-12-22,GAP
001400,,2025-11-28,GAP
001400,,2025-12-01,GAP
001400,,2025-12-02,GAP
001400,,2025-12-03,GAP
001400,,2025-12-04,GAP
001400,,2025-12-05,GAP
001400,,2025-12-08,GAP
001400,,2025-12-09,GAP
001400,,2025-12-10,GAP
001400,,2025-12-11,GAP
001400,,2025-12-12,GAP
001400,,2025-12-15,GAP
001400,,2025-12-16,GAP
001400,,2025-12-17,GAP
001400,,2025-12-18,GAP
001400,,2025-12-19,GAP
001400,,2025-12-22,GAP
001696,,2025-11-28,GAP
001696,,2025-12-01,GAP
001696,,2025-12-02,GAP
001696,,2025-12-03,GAP
001696,,2025-12-04,GAP
001696,,2025-12-05,GAP
001696,,2025-12-08,GAP
001696,,2025-12-09,GAP
001696,,2025-12-10,GAP
001696,,2025-12-11,GAP
001696,,2025-12-12,GAP
001696,,2025-12-15,GAP
001696,,2025-12-16,GAP
001696,,2025-12-17,GAP
001696,,2025-12-18,GAP
001696,,2025-12-19,GAP
001696,,2025-12-22,GAP
001872,,2025-11-28,GAP
001872,,2025-12-01,GAP
001872,,2025-12-02,GAP
001872,,2025-12-03,GAP
001872,,2025-12-04,GAP
001872,,2025-12-05,GAP
001872,,2025-12-08,GAP
001872,,2025-12-09,GAP
001872,,2025-12-10,GAP
001872,,2025-12-11,GAP
001872,,2025-12-12,GAP
001872,,2025-12-15,GAP
001872,,2025-12-16,GAP
001872,,2025-12-17,GAP
001872,,2025-12-18,GAP
001872,,2025-12-19,GAP
001872,,2025-12-22,GAP
001896,,2025-11-28,GAP
001896,,2025-12-01,GAP
001896,,2025-12-02,GAP
001896,,2025-12-03,GAP
001896,,2025-12-04,GAP
001896,,2025-12-05,GAP
001896,,2025-12-08,GAP
001896,,2025-12-09,GAP
001896,,2025-12-10,GAP
001896,,2025-12-11,GAP
001896,,2025-12-12,GAP
001896,,2025-12-15,GAP
001896,,2025-12-16,GAP
001896,,2025-12-17,GAP
001896,,2025-12-18,GAP
001896,,2025-12-19,GAP
001896,,2025-12-22,GAP
001914,,2025-11-28,GAP
001914,,2025-12-01,GAP
001914,,2025-12-02,GAP
001914,,2025-12-03,GAP
001914,,2025-12-04,GAP
001914,,2025-12-05,GAP
001914,,2025-12-08,GAP
001914,,2025-12-09,GAP
001914,,2025-12-10,GAP
001914,,2025-12-11,GAP
001914,,2025-12-12,GAP
001914,,2025-12-15,GAP
001914,,2025-12-16,GAP
001914,,2025-12-17,GAP
001914,,2025-12-18,GAP
001914,,2025-12-19,GAP
001914,,2025-12-22,GAP
001965,,2025-11-28,GAP
001965,,2025-12-01,GAP
001965,,2025-12-02,GAP
001965,,2025-12-03,GAP
001965,,2025-12-04,GAP
001965,,2025-12-05,GAP
001965,,2025-12-08,GAP
001965,,2025-12-09,GAP
001965,,2025-12-10,GAP
001965,,2025-12-11,GAP
001965,,2025-12-12,GAP
001965,,2025-12-15,GAP
001965,,2025-12-16,GAP
001965,,2025-12-17,GAP
001965,,2025-12-18,GAP
001965,,2025-12-19,GAP
001965,,2025-12-22,GAP
001979,,2025-11-28,GAP
001979,,2025-12-01,GAP
001979,,2025-12-02,GAP
001979,,2025-12-03,GAP
001979,,2025-12-04,GAP
001979,,2025-12-05,GAP
001979,,2025-12-08,GAP
001979,,2025-12-09,GAP
001979,,2025-12-10,GAP
001979,,2025-12-11,GAP
001979,,2025-12-12,GAP
001979,,2025-12-15,GAP
001979,,2025-12-16,GAP
001979,,2025-12-17,GAP
001979,,2025-12-18,GAP
001979,,2025-12-19,GAP
001979,,2025-12-22,GAP
002001,,2025-11-28,GAP
002001,,2025-12-01,GAP
002001,,2025-12-02,GAP
002001,,2025-12-03,GAP
002001,,2025-12-04,GAP
002001,,2025-12-05,GAP
002001,,2025-12-08,GAP
002001,,2025-12-09,GAP
002001,,2025-12-10,GAP
002001,,2025-12-11,GAP
002001,,2025-12-12,GAP
002001,,2025-12-15,GAP
002001,,2025-12-16,GAP
002001,,2025-12-17,GAP
002001,,2025-12-18,GAP
002001,,2025-12-19,GAP
002001,,2025-12-22,GAP
002003,,2025-11-28,GAP
002003,,2025-12-01,GAP
002003,,2025-12-02,GAP
002003,,2025-12-03,GAP
002003,,2025-12-04,GAP
002003,,2025-12-05,GAP
002003,,2025-12-08,GAP
002003,,2025-12-09,GAP
002003,,2025-12-10,GAP
002003,,2025-12-11,GAP
002003,,2025-12-12,GAP
002003,,2025-12-15,GAP
002003,,2025-12-16,GAP
002003,,2025-12-17,GAP
002003,,2025-12-18,GAP
002003,,2025-12-19,GAP
002003,,2025-12-22,GAP
002004,,2025-11-28,GAP
002004,,2025-12-01,GAP
002004,,2025-12-02,GAP
002004,,2025-12-03,GAP
002004,,2025-12-04,GAP
002004,,2025-12-05,GAP
002004,,2025-12-08,GAP
002004,,2025-12-09,GAP
002004,,2025-12-10,GAP
002004,,2025-12-11,GAP
002004,,2025-12-12,GAP
002004,,2025-12-15,GAP
002004,,2025-12-16,GAP
002004,,2025-12-17,GAP
002004,,2025-12-18,GAP
002004,,2025-12-19,GAP
002004,,2025-12-22,GAP
002005,,2025-11-28,GAP
002005,,2025-12-01,GAP
002005,,2025-12-02,GAP
002005,,2025-12-03,GAP
002005,,2025-12-04,GAP
002005,,2025-12-05,GAP
002005,,2025-12-08,GAP
002005,,2025-12-09,GAP
002005,,2025-12-10,GAP
002005,,2025-12-11,GAP
002005,,2025-12-12,GAP
002005,,2025-12-15,GAP
002005,,2025-12-16,GAP
002005,,2025-12-17,GAP
002005,,2025-12-18,GAP
002005,,2025-12-19,GAP
002005,,2025-12-22,GAP
002006,,2025-11-28,GAP
002006,,2025-12-01,GAP
002006,,2025-12-02,GAP
002006,,2025-12-03,GAP
002006,,2025-12-04,GAP
002006,,2025-12-05,GAP
002006,,2025-12-08,GAP
002006,,2025-12-09,GAP
002006,,2025-12-10,GAP
002006,,2025-12-11,GAP
002006,,2025-12-12,GAP
002006,,2025-12-15,GAP
002006,,2025-12-16,GAP
002006,,2025-12-17,GAP
002006,,2025-12-18,GAP
002006,,2025-12-19,GAP
002006,,2025-12-22,GAP
002007,,2025-11-28,GAP
002007,,2025-12-01,GAP
002007,,2025-12-02,GAP
002007,,2025-12-03,GAP
002007,,2025-12-04,GAP
002007,,2025-12-05,GAP
002007,,2025-12-08,GAP
