asof_date,src,v8_local_industry_id,v8_local_industry_name,v8_parent_id,v8_parent_name,v7_sw_l1_code,v7_sw_l1_name,v7_parent_code,v7_parent_name,mapping_type,manual_review_flag,shared_symbol_count,v8_symbol_count,v7_symbol_count,jaccard_score,coverage_vs_v8,coverage_vs_v7,decision_reason
2026-03-30,SW2014,850381.SI,850381.SI,,,801030.SI,化工,0,,ONE_TO_ONE,0,10,10,455,0.021978,1.0,0.021978,high_v8_coverage_single_parent
2026-03-30,SW2014,850382.SI,850382.SI,,,801030.SI,化工,0,,ONE_TO_ONE,0,10,10,455,0.021978,1.0,0.021978,high_v8_coverage_single_parent
2026-03-30,SW2014,850442.SI,850442.SI,,,801040.SI,钢铁,0,,ONE_TO_ONE,0,17,17,50,0.34,1.0,0.34,high_v8_coverage_single_parent
2026-03-30,SW2014,850521.SI,850521.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,16,16,158,0.101266,1.0,0.101266,high_v8_coverage_single_parent
2026-03-30,SW2014,850522.SI,850522.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,14,14,158,0.088608,1.0,0.088608,high_v8_coverage_single_parent
2026-03-30,SW2014,850523.SI,850523.SI,,,801030.SI,化工,0,,ONE_TO_ONE,0,7,7,455,0.015385,1.0,0.015385,high_v8_coverage_single_parent
2026-03-30,SW2014,850531.SI,850531.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,10,10,158,0.063291,1.0,0.063291,high_v8_coverage_single_parent
2026-03-30,SW2014,850544.SI,850544.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,14,14,158,0.088608,1.0,0.088608,high_v8_coverage_single_parent
2026-03-30,SW2014,850551.SI,850551.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,31,31,158,0.196203,1.0,0.196203,high_v8_coverage_single_parent
2026-03-30,SW2014,850552.SI,850552.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,16,16,158,0.101266,1.0,0.101266,high_v8_coverage_single_parent
2026-03-30,SW2014,850553.SI,850553.SI,,,801050.SI,有色金属,0,,ONE_TO_ONE,0,13,13,158,0.082278,1.0,0.082278,high_v8_coverage_single_parent
2026-03-30,SW2014,850614.SI,850614.SI,,,801710.SI,建筑材料,0,,ONE_TO_ONE,0,17,17,79,0.21519,1.0,0.21519,high_v8_coverage_single_parent
2026-03-30,SW2014,850615.SI,850615.SI,,,801710.SI,建筑材料,0,,ONE_TO_ONE,0,6,6,79,0.075949,1.0,0.075949,high_v8_coverage_single_parent
2026-03-30,SW2014,850616.SI,850616.SI,,,801710.SI,建筑材料,0,,ONE_TO_ONE,0,7,7,79,0.088608,1.0,0.088608,high_v8_coverage_single_parent
2026-03-30,SW2014,850623.SI,850623.SI,,,801720.SI,建筑装饰,0,,ONE_TO_ONE,0,8,8,176,0.045455,1.0,0.045455,high_v8_coverage_single_parent
2026-03-30,SW2014,850702.SI,850702.SI,,,801750.SI,计算机,0,,ONE_TO_ONE,0,24,24,379,0.063325,1.0,0.063325,high_v8_coverage_single_parent
2026-03-30,SW2014,850703.SI,850703.SI,,,801750.SI,计算机,0,,ONE_TO_ONE,0,60,60,379,0.158311,1.0,0.158311,high_v8_coverage_single_parent
