trade_date,total_mainlines,state_counts,top_trend_expansion,top_top_decay,risk_off_flag,row_count_written
2026-01-05,248,"{'BOTTOM_REPAIR': 152, 'DIFFUSION': 96}",N/A,N/A,NO,248
2026-01-06,248,"{'BOTTOM_REPAIR': 149, 'DIFFUSION': 99}",N/A,N/A,NO,248
2026-01-07,248,"{'BOTTOM_REPAIR': 230, 'DIFFUSION': 18}",N/A,N/A,NO,248
2026-01-08,248,"{'BOTTOM_REPAIR': 170, 'DIFFUSION': 78}",N/A,N/A,NO,248
2026-01-09,334,"{'BOTTOM_REPAIR': 180, 'DIFFUSION': 116, 'TOP_DECAY': 38}",N/A,851533.SI(rank=284); 851564.SI(rank=285); 857382.SI(rank=286); 850832.SI(rank=287); 851316.SI(rank=288),NO,334
2026-01-12,333,"{'BOTTOM_REPAIR': 187, 'DIFFUSION': 146}",N/A,N/A,NO,333
2026-01-13,333,"{'BOTTOM_REPAIR': 310, 'DIFFUSION': 23}",N/A,N/A,NO,333
2026-01-14,334,"{'BOTTOM_REPAIR': 283, 'DIFFUSION': 51}",N/A,N/A,NO,334
2026-01-15,334,"{'BOTTOM_REPAIR': 295, 'DIFFUSION': 39}",N/A,N/A,NO,334
2026-01-16,334,"{'BOTTOM_REPAIR': 302, 'DIFFUSION': 32}",N/A,N/A,NO,334
2026-01-19,334,"{'BOTTOM_REPAIR': 193, 'DIFFUSION': 141}",N/A,N/A,NO,334
2026-01-20,334,"{'BOTTOM_REPAIR': 297, 'DIFFUSION': 37}",N/A,N/A,NO,334
2026-01-21,333,"{'BOTTOM_REPAIR': 283, 'DIFFUSION': 50}",N/A,N/A,NO,333
2026-01-22,333,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 81}",N/A,N/A,NO,333
2026-01-23,333,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 91}",N/A,N/A,NO,333
2026-01-26,364,"{'BOTTOM_REPAIR': 339, 'DIFFUSION': 22, 'TOP_DECAY': 3}",N/A,光伏设备(rank=82); 软件开发(rank=83); 塑料制品(rank=84),NO,364
2026-01-27,364,"{'BOTTOM_REPAIR': 349, 'DIFFUSION': 15}",N/A,N/A,NO,364
2026-01-28,364,"{'BOTTOM_REPAIR': 319, 'DIFFUSION': 45}",N/A,N/A,NO,364
2026-01-29,364,"{'BOTTOM_REPAIR': 317, 'DIFFUSION': 47}",N/A,N/A,NO,364
2026-01-30,364,"{'BOTTOM_REPAIR': 347, 'DIFFUSION': 17}",N/A,N/A,NO,364
2026-02-02,31,"{'RISK_OFF': 28, 'UNKNOWN': 3}",N/A,N/A,YES,31
2026-02-03,31,"{'DIFFUSION': 17, 'BOTTOM_REPAIR': 14}",N/A,N/A,NO,31
2026-02-04,31,"{'BOTTOM_REPAIR': 21, 'DIFFUSION': 10}",N/A,N/A,NO,31
2026-02-05,31,"{'RISK_OFF': 25, 'UNKNOWN': 6}",N/A,N/A,YES,31
2026-02-06,31,"{'BOTTOM_REPAIR': 30, 'DIFFUSION': 1}",N/A,N/A,NO,31
2026-02-09,31,"{'BOTTOM_REPAIR': 21, 'DIFFUSION': 10}",N/A,N/A,NO,31
2026-02-10,31,"{'BOTTOM_REPAIR': 30, 'DIFFUSION': 1}",N/A,N/A,NO,31
2026-02-11,31,{'BOTTOM_REPAIR': 31},N/A,N/A,NO,31
2026-02-12,31,{'BOTTOM_REPAIR': 31},N/A,N/A,NO,31
2026-02-13,31,"{'UNKNOWN': 16, 'RISK_OFF': 15}",N/A,N/A,YES,31
2026-02-24,31,"{'BOTTOM_REPAIR': 23, 'DIFFUSION': 8}",N/A,N/A,NO,31
2026-02-25,31,"{'BOTTOM_REPAIR': 26, 'DIFFUSION': 5}",N/A,N/A,NO,31
2026-02-26,31,{'BOTTOM_REPAIR': 31},N/A,N/A,NO,31
2026-02-27,31,"{'BOTTOM_REPAIR': 22, 'DIFFUSION': 9}",N/A,N/A,NO,31
2026-03-02,31,"{'BOTTOM_REPAIR': 30, 'DIFFUSION': 1}",N/A,N/A,NO,31
2026-03-03,31,"{'BOTTOM_REPAIR': 30, 'DIFFUSION': 1}",N/A,N/A,NO,31
2026-03-04,31,{'BOTTOM_REPAIR': 31},N/A,N/A,NO,31
2026-03-05,31,"{'BOTTOM_REPAIR': 23, 'DIFFUSION': 8}",N/A,N/A,NO,31
2026-03-06,31,"{'DIFFUSION': 16, 'BOTTOM_REPAIR': 15}",N/A,N/A,NO,31
