trade_date,symbol_count,avg_quality_score,avg_growth_acceleration,avg_cashflow,avg_debt_control,avg_margin_stability,avg_profitability,risk_flag_distribution,row_count
2026-01-05,5171,0.4592,0.3419,0.2399,0.8143,0.6269,0.2729,"{'NONE': 2383, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1364}",5171
2026-01-06,5173,0.4592,0.3418,0.24,0.8144,0.6269,0.273,"{'NONE': 2384, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1365}",5173
2026-01-07,5174,0.4594,0.342,0.24,0.8145,0.6272,0.2731,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1423, 'CASHFLOW_WEAK': 1366}",5174
2026-01-08,5173,0.4594,0.342,0.24,0.8145,0.6272,0.2732,"{'NONE': 2384, 'NEGATIVE_EARNINGS': 1423, 'CASHFLOW_WEAK': 1366}",5173
2026-01-09,5172,0.4594,0.342,0.24,0.8146,0.6273,0.2732,"{'NONE': 2384, 'NEGATIVE_EARNINGS': 1423, 'CASHFLOW_WEAK': 1365}",5172
2026-01-12,5172,0.4593,0.3417,0.2399,0.8145,0.6271,0.273,"{'NONE': 2381, 'NEGATIVE_EARNINGS': 1427, 'CASHFLOW_WEAK': 1364}",5172
2026-01-13,5165,0.4593,0.3415,0.2401,0.8146,0.6272,0.2731,"{'NONE': 2378, 'NEGATIVE_EARNINGS': 1427, 'CASHFLOW_WEAK': 1360}",5165
2026-01-14,5167,0.4592,0.3416,0.24,0.8144,0.6271,0.2731,"{'NONE': 2379, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1362}",5167
2026-01-15,5170,0.4592,0.3415,0.24,0.8144,0.627,0.273,"{'NONE': 2380, 'NEGATIVE_EARNINGS': 1427, 'CASHFLOW_WEAK': 1363}",5170
2026-01-16,5172,0.4592,0.3416,0.2399,0.8143,0.6272,0.273,"{'NONE': 2381, 'NEGATIVE_EARNINGS': 1428, 'CASHFLOW_WEAK': 1363}",5172
2026-01-19,5173,0.4593,0.3417,0.24,0.8143,0.6272,0.273,"{'NONE': 2382, 'NEGATIVE_EARNINGS': 1428, 'CASHFLOW_WEAK': 1363}",5173
2026-01-20,5179,0.4592,0.3417,0.2399,0.8143,0.6271,0.2729,"{'NONE': 2386, 'NEGATIVE_EARNINGS': 1429, 'CASHFLOW_WEAK': 1364}",5179
2026-01-21,5176,0.4592,0.3416,0.24,0.8144,0.6272,0.273,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1429, 'CASHFLOW_WEAK': 1362}",5176
2026-01-22,5176,0.4592,0.3415,0.24,0.8144,0.6271,0.273,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1429, 'CASHFLOW_WEAK': 1362}",5176
2026-01-23,5177,0.4591,0.3415,0.2399,0.8143,0.627,0.2729,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1429, 'CASHFLOW_WEAK': 1363}",5177
2026-01-26,5173,0.4592,0.3417,0.24,0.8144,0.6271,0.2731,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1362}",5173
2026-01-27,5173,0.4593,0.3416,0.2401,0.8144,0.627,0.2731,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1427, 'CASHFLOW_WEAK': 1361}",5173
2026-01-28,5173,0.4593,0.3416,0.24,0.8145,0.6271,0.2732,"{'NONE': 2386, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1361}",5173
2026-01-29,5174,0.4594,0.3419,0.24,0.8145,0.6271,0.2733,"{'NONE': 2386, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1362}",5174
2026-01-30,5171,0.4594,0.3419,0.24,0.8145,0.6273,0.2733,"{'NONE': 2385, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1362}",5171
2026-02-02,5173,0.4595,0.3419,0.2401,0.8146,0.6273,0.2734,"{'NONE': 2387, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1362}",5173
2026-02-03,5174,0.4595,0.3418,0.2402,0.8146,0.6273,0.2734,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1362}",5174
2026-02-04,5177,0.4594,0.3417,0.2402,0.8145,0.6272,0.2733,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1363}",5177
2026-02-05,5177,0.4594,0.3419,0.2402,0.8145,0.6273,0.2733,"{'NONE': 2389, 'NEGATIVE_EARNINGS': 1425, 'CASHFLOW_WEAK': 1363}",5177
2026-02-06,5175,0.4595,0.342,0.2403,0.8145,0.6273,0.2733,"{'NONE': 2389, 'NEGATIVE_EARNINGS': 1423, 'CASHFLOW_WEAK': 1363}",5175
2026-02-09,5174,0.4594,0.3418,0.2401,0.8146,0.6273,0.2732,"{'NONE': 2386, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1364}",5174
2026-02-10,5178,0.4593,0.3416,0.2402,0.8145,0.6272,0.2733,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1425, 'CASHFLOW_WEAK': 1365}",5178
2026-02-11,5178,0.4594,0.3415,0.2402,0.8147,0.6274,0.2732,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1425, 'CASHFLOW_WEAK': 1365}",5178
2026-02-12,5182,0.4593,0.3415,0.2401,0.8145,0.6273,0.2731,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1428, 'CASHFLOW_WEAK': 1366}",5182
2026-02-13,5180,0.4593,0.3414,0.2402,0.8145,0.6274,0.2731,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1427, 'CASHFLOW_WEAK': 1365}",5180
2026-02-24,5180,0.4594,0.3416,0.2403,0.8144,0.6274,0.2733,"{'NONE': 2389, 'NEGATIVE_EARNINGS': 1426, 'CASHFLOW_WEAK': 1365}",5180
2026-02-25,5177,0.4595,0.3416,0.2402,0.8145,0.6275,0.2734,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1424, 'CASHFLOW_WEAK': 1365}",5177
2026-02-26,5176,0.4595,0.3417,0.2402,0.8145,0.6275,0.2734,"{'NONE': 2387, 'NEGATIVE_EARNINGS': 1423, 'CASHFLOW_WEAK': 1366}",5176
2026-02-27,5176,0.4595,0.3415,0.2403,0.8146,0.6275,0.2734,"{'NONE': 2388, 'NEGATIVE_EARNINGS': 1425, 'CASHFLOW_WEAK': 1363}",5176
2026-03-02,5175,0.4595,0.3415,0.2404,0.8147,0.6275,0.2736,"{'NONE': 2387, 'NEGATIVE_EARNINGS': 1425, 'CASHFLOW_WEAK': 1363}",5175
