trade_date,symbol_count,avg_quality_score,avg_growth_acceleration,avg_cashflow,avg_debt_control,avg_margin_stability,avg_profitability,risk_flag_distribution,row_count
2025-01-02,5095,0.4478,0.3016,0.2269,0.8188,0.6316,0.2599,"{'NONE': 2160, 'NEGATIVE_EARNINGS': 1630, 'CASHFLOW_WEAK': 1305}",5095
2025-01-03,5098,0.4477,0.3014,0.227,0.8188,0.6315,0.2599,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1631, 'CASHFLOW_WEAK': 1305}",5098
2025-01-06,5096,0.4477,0.3014,0.227,0.8188,0.6315,0.2599,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1629, 'CASHFLOW_WEAK': 1305}",5096
2025-01-07,5099,0.4477,0.3013,0.2269,0.8189,0.6316,0.2597,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1631, 'CASHFLOW_WEAK': 1306}",5099
2025-01-08,5100,0.4477,0.3013,0.2269,0.8189,0.6316,0.2597,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1632, 'CASHFLOW_WEAK': 1306}",5100
2025-01-09,5101,0.4477,0.3012,0.2269,0.8189,0.6317,0.2596,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1633, 'CASHFLOW_WEAK': 1306}",5101
2025-01-10,5102,0.4477,0.3015,0.2269,0.8189,0.6316,0.2597,"{'NONE': 2163, 'NEGATIVE_EARNINGS': 1633, 'CASHFLOW_WEAK': 1306}",5102
2025-01-13,5101,0.4478,0.3015,0.227,0.8189,0.632,0.2597,"{'NONE': 2163, 'NEGATIVE_EARNINGS': 1632, 'CASHFLOW_WEAK': 1306}",5101
2025-01-14,5104,0.4478,0.3016,0.2267,0.819,0.6319,0.2597,"{'NONE': 2162, 'NEGATIVE_EARNINGS': 1633, 'CASHFLOW_WEAK': 1309}",5104
2025-01-15,5106,0.4479,0.3018,0.2269,0.819,0.6319,0.2598,"{'NONE': 2165, 'NEGATIVE_EARNINGS': 1633, 'CASHFLOW_WEAK': 1308}",5106
2025-01-16,5106,0.4479,0.3019,0.227,0.8189,0.632,0.2599,"{'NONE': 2166, 'NEGATIVE_EARNINGS': 1632, 'CASHFLOW_WEAK': 1308}",5106
2025-01-17,5105,0.448,0.3019,0.227,0.819,0.6321,0.26,"{'NONE': 2166, 'NEGATIVE_EARNINGS': 1631, 'CASHFLOW_WEAK': 1308}",5105
2025-01-20,5104,0.448,0.302,0.227,0.8189,0.6321,0.2601,"{'NONE': 2166, 'NEGATIVE_EARNINGS': 1630, 'CASHFLOW_WEAK': 1308}",5104
2025-01-21,5106,0.448,0.3019,0.227,0.8189,0.6321,0.2601,"{'NONE': 2167, 'NEGATIVE_EARNINGS': 1630, 'CASHFLOW_WEAK': 1309}",5106
2025-01-22,5110,0.448,0.302,0.227,0.819,0.6322,0.2601,"{'NONE': 2169, 'NEGATIVE_EARNINGS': 1631, 'CASHFLOW_WEAK': 1310}",5110
