trade_date,symbol_count,avg_quality_score,avg_growth_acceleration,avg_cashflow,avg_debt_control,avg_margin_stability,avg_profitability,risk_flag_distribution,row_count
2023-01-03,4896,0.4681,0.3465,0.2253,0.8198,0.6393,0.3097,"{'NONE': 2094, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1353}",4896
2023-01-04,4898,0.4681,0.3465,0.2253,0.8197,0.6394,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1354}",4898
2023-01-05,4898,0.4681,0.3465,0.2253,0.8197,0.6394,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1354}",4898
2023-01-06,4898,0.4681,0.3465,0.2253,0.8197,0.6394,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1354}",4898
2023-01-09,4895,0.4682,0.3466,0.2252,0.8198,0.6394,0.3098,"{'NONE': 2095, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1351}",4895
2023-01-10,4899,0.468,0.3464,0.2252,0.8197,0.6392,0.3097,"{'NONE': 2096, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1354}",4899
2023-01-11,4899,0.468,0.3464,0.2252,0.8197,0.6392,0.3097,"{'NONE': 2096, 'CASHFLOW_WEAK': 1449, 'NEGATIVE_EARNINGS': 1354}",4899
2023-01-12,4895,0.4681,0.3465,0.2253,0.8197,0.6392,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1446, 'NEGATIVE_EARNINGS': 1354}",4895
2023-01-13,4896,0.4681,0.3466,0.2252,0.8196,0.6392,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1447, 'NEGATIVE_EARNINGS': 1354}",4896
2023-01-16,4897,0.4681,0.3465,0.2254,0.8195,0.6392,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1447, 'NEGATIVE_EARNINGS': 1355}",4897
2023-01-17,4895,0.4681,0.3464,0.2254,0.8195,0.6392,0.3097,"{'NONE': 2095, 'CASHFLOW_WEAK': 1445, 'NEGATIVE_EARNINGS': 1355}",4895
