trade_date,symbol_count,avg_quality_score,avg_growth_acceleration,avg_cashflow,avg_debt_control,avg_margin_stability,avg_profitability,risk_flag_distribution,row_count
2024-01-02,5078,0.4593,0.325,0.2341,0.8224,0.6378,0.277,"{'NONE': 2194, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5078
2024-01-03,5079,0.4593,0.3251,0.2342,0.8224,0.6379,0.2771,"{'NONE': 2195, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5079
2024-01-04,5079,0.4594,0.3251,0.2342,0.8224,0.6379,0.2771,"{'NONE': 2195, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5079
2024-01-05,5080,0.4594,0.3251,0.2342,0.8224,0.6379,0.2771,"{'NONE': 2196, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5080
2024-01-08,5080,0.4594,0.3251,0.2342,0.8224,0.6379,0.2771,"{'NONE': 2196, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5080
2024-01-09,5080,0.4594,0.3251,0.2342,0.8225,0.638,0.2772,"{'NONE': 2196, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1412}",5080
2024-01-10,5082,0.4594,0.3251,0.2343,0.8225,0.6379,0.2773,"{'NONE': 2197, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1413}",5082
2024-01-11,5083,0.4594,0.3253,0.2343,0.8223,0.6378,0.2774,"{'NONE': 2198, 'NEGATIVE_EARNINGS': 1472, 'CASHFLOW_WEAK': 1413}",5083
2024-01-12,5080,0.4595,0.3254,0.2344,0.8224,0.6378,0.2775,"{'NONE': 2197, 'NEGATIVE_EARNINGS': 1470, 'CASHFLOW_WEAK': 1413}",5080
2024-01-15,5081,0.4595,0.3253,0.2344,0.8223,0.6379,0.2774,"{'NONE': 2198, 'NEGATIVE_EARNINGS': 1471, 'CASHFLOW_WEAK': 1412}",5081
2024-01-16,5083,0.4595,0.3253,0.2344,0.8223,0.6379,0.2775,"{'NONE': 2200, 'NEGATIVE_EARNINGS': 1471, 'CASHFLOW_WEAK': 1412}",5083
