trade_date,symbol_count,avg_quality_score,avg_growth_acceleration,avg_cashflow,avg_debt_control,avg_margin_stability,avg_profitability,risk_flag_distribution,row_count
2026-04-20,5184,0.4675,0.3429,0.2687,0.8143,0.6242,0.2873,"{'NONE': 2597, 'NEGATIVE_EARNINGS': 1372, 'CASHFLOW_WEAK': 1215}",5184
2026-04-21,5189,0.4667,0.3442,0.2662,0.8139,0.6233,0.2859,"{'NONE': 2561, 'NEGATIVE_EARNINGS': 1365, 'CASHFLOW_WEAK': 1263}",5189
2026-04-22,5188,0.4653,0.3432,0.2635,0.8138,0.6227,0.2833,"{'NONE': 2540, 'NEGATIVE_EARNINGS': 1369, 'CASHFLOW_WEAK': 1279}",5188
2026-04-23,5186,0.4618,0.3459,0.254,0.8137,0.6176,0.2777,"{'NONE': 2431, 'NEGATIVE_EARNINGS': 1406, 'CASHFLOW_WEAK': 1349}",5186
2026-04-24,5186,0.4577,0.3484,0.2405,0.8139,0.6146,0.271,"{'NONE': 2304, 'CASHFLOW_WEAK': 1457, 'NEGATIVE_EARNINGS': 1425}",5186
2026-04-27,5184,0.4523,0.3578,0.2208,0.8138,0.6073,0.2617,"{'NONE': 2119, 'CASHFLOW_WEAK': 1619, 'NEGATIVE_EARNINGS': 1446}",5184
2026-04-28,5177,0.4434,0.3642,0.1892,0.8142,0.6042,0.2453,"{'CASHFLOW_WEAK': 1867, 'NONE': 1826, 'NEGATIVE_EARNINGS': 1484}",5177
2026-04-29,5151,0.4342,0.3695,0.1578,0.8155,0.6009,0.2272,"{'CASHFLOW_WEAK': 2097, 'NEGATIVE_EARNINGS': 1540, 'NONE': 1514}",5151
2026-04-30,5150,0.4226,0.3706,0.1195,0.8151,0.6013,0.2067,"{'CASHFLOW_WEAK': 2339, 'NEGATIVE_EARNINGS': 1647, 'NONE': 1164}",5150
2026-05-06,5179,0.4243,0.3564,0.1192,0.8147,0.625,0.206,"{'CASHFLOW_WEAK': 2311, 'NEGATIVE_EARNINGS': 1712, 'NONE': 1156}",5179
2026-05-07,5181,0.4244,0.3559,0.1193,0.8147,0.6262,0.206,"{'CASHFLOW_WEAK': 2308, 'NEGATIVE_EARNINGS': 1716, 'NONE': 1157}",5181
2026-05-08,5179,0.4243,0.3558,0.1193,0.8146,0.626,0.206,"{'CASHFLOW_WEAK': 2306, 'NEGATIVE_EARNINGS': 1716, 'NONE': 1157}",5179
2026-05-11,5177,0.4244,0.356,0.1192,0.8145,0.6261,0.2061,"{'CASHFLOW_WEAK': 2307, 'NEGATIVE_EARNINGS': 1714, 'NONE': 1156}",5177
2026-05-12,5176,0.4243,0.3558,0.1192,0.8145,0.626,0.206,"{'CASHFLOW_WEAK': 2305, 'NEGATIVE_EARNINGS': 1716, 'NONE': 1155}",5176
2026-05-13,5180,0.4243,0.3558,0.1192,0.8145,0.626,0.2059,"{'CASHFLOW_WEAK': 2307, 'NEGATIVE_EARNINGS': 1717, 'NONE': 1156}",5180
2026-05-14,5180,0.4243,0.3558,0.1192,0.8146,0.626,0.2059,"{'CASHFLOW_WEAK': 2307, 'NEGATIVE_EARNINGS': 1717, 'NONE': 1156}",5180
2026-05-15,5180,0.4242,0.3557,0.1189,0.8146,0.6258,0.2058,"{'CASHFLOW_WEAK': 2309, 'NEGATIVE_EARNINGS': 1717, 'NONE': 1154}",5180
2026-05-18,5183,0.4242,0.3557,0.1189,0.8147,0.6258,0.2059,"{'CASHFLOW_WEAK': 2311, 'NEGATIVE_EARNINGS': 1718, 'NONE': 1154}",5183
2026-05-19,5178,0.4241,0.3554,0.1189,0.8148,0.6256,0.2057,"{'CASHFLOW_WEAK': 2308, 'NEGATIVE_EARNINGS': 1718, 'NONE': 1152}",5178
