trade_date,tracked_mainline_count,danger_ratio,tc_ratio,diffusion_warning_ratio,low_diffusion_background_ratio,market_regime,p12c_noise_flag,p12c_tc_sparse_flag,p12c_meta_comment
2025-02-27,149,94.63,0.00,94.63,5.37,RANGE_CHOP_HIGH,YES,YES,danger_ratio=94.6% > 50.0%; tc_ratio=0.00% < 1.0%
2025-02-28,152,90.13,0.00,90.13,9.87,RANGE_CHOP_HIGH,YES,YES,danger_ratio=90.1% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-03,154,64.94,0.00,64.94,35.06,RANGE_CHOP_MID,YES,YES,danger_ratio=64.9% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-04,152,63.16,0.00,63.16,36.84,RANGE_CHOP_MID,YES,YES,danger_ratio=63.2% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-05,150,94.00,0.00,94.00,6.00,RANGE_CHOP_HIGH,YES,YES,danger_ratio=94.0% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-06,151,62.25,0.00,62.25,37.75,RANGE_CHOP_MID,YES,YES,danger_ratio=62.2% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-07,150,93.33,0.00,93.33,6.67,RANGE_CHOP_HIGH,YES,YES,danger_ratio=93.3% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-10,154,62.34,0.00,62.34,37.66,RANGE_CHOP_MID,YES,YES,danger_ratio=62.3% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-11,151,89.40,0.00,89.40,10.60,RANGE_CHOP_HIGH,YES,YES,danger_ratio=89.4% > 50.0%; tc_ratio=0.00% < 1.0%
2025-03-12,144,73.61,0.00,73.61,26.39,RANGE_CHOP_HIGH,YES,YES,danger_ratio=73.6% > 50.0%; tc_ratio=0.00% < 1.0%
