trade_date,industry_count,avg_mainline_strength,active_mainline_count,avg_leader_density,avg_breakout_ratio,row_count
2025-01-02,258,0.2562,0,0.4677,0.0,258
2025-01-03,258,0.2286,0,0.4593,0.0,258
2025-01-06,258,0.2948,0,0.4605,0.0,258
2025-01-07,258,0.3648,0,0.4663,0.0,258
2025-01-08,258,0.2885,0,0.4616,0.0,258
2025-01-09,258,0.2989,0,0.4562,0.0,258
2025-01-10,258,0.2319,0,0.4549,0.0,258
2025-01-13,258,0.3173,0,0.4477,0.0,258
2025-01-14,258,0.4053,0,0.4715,0.0,258
2025-01-15,258,0.2844,0,0.4713,0.0,258
2025-01-16,258,0.3376,0,0.4698,0.0,258
2025-01-17,258,0.3083,0,0.4636,0.0,258
2025-01-20,258,0.342,0,0.4894,0.0,258
2025-01-21,258,0.2854,0,0.4892,0.0,258
2025-01-22,258,0.2594,0,0.488,0.0,258
2025-01-23,258,0.3043,0,0.4895,0.0,258
2025-01-24,258,0.3495,0,0.4787,0.0,258
2025-01-27,258,0.2959,0,0.4939,0.0,258
2025-02-05,258,0.3283,0,0.5008,0.0,258
2025-02-06,258,0.3766,0,0.4868,0.0,258
2025-02-07,258,0.36,0,0.4926,0.0,258
2025-02-10,258,0.3596,0,0.4971,0.0,258
2025-02-11,258,0.2879,0,0.4919,0.0,258
2025-02-12,258,0.3353,0,0.4801,0.0,258
2025-02-13,258,0.2698,0,0.4836,0.0,258
2025-02-14,258,0.2974,0,0.4872,0.0,258
2025-02-17,258,0.3428,0,0.4853,0.0,258
2025-02-18,258,0.2466,0,0.4859,0.0,258
2025-02-19,258,0.3712,0,0.4841,0.0,258
2025-02-20,258,0.3314,0,0.4781,0.0,258
2025-02-21,258,0.3048,0,0.471,0.0,258
2025-02-24,258,0.3216,0,0.4709,0.0,258
2025-02-25,258,0.2702,0,0.478,0.0,258
2025-02-26,258,0.3613,0,0.4772,0.0,258
2025-02-27,258,0.3004,0,0.4705,0.0,258
