trade_date,industry_count,avg_mainline_strength,active_mainline_count,avg_leader_density,avg_breakout_ratio,row_count
2022-01-04,258,0.3574,0,0.4986,0.0,258
2022-01-05,258,0.2769,0,0.5059,0.0,258
2022-01-06,258,0.342,0,0.5109,0.0,258
2022-01-07,258,0.2693,0,0.5046,0.0,258
2022-01-10,258,0.3445,0,0.5126,0.0,258
2022-01-11,258,0.2961,0,0.5112,0.0,258
2022-01-12,258,0.3592,0,0.5109,0.0,258
2022-01-13,258,0.2804,0,0.5189,0.0,258
2022-01-14,258,0.2811,0,0.5104,0.0,258
2022-01-17,258,0.3533,0,0.5029,0.0,258
2022-01-18,258,0.2788,0,0.4907,0.0,258
2022-01-19,258,0.319,0,0.4991,0.0,258
2022-01-20,258,0.2552,0,0.4992,0.0,258
2022-01-21,258,0.2837,0,0.5111,0.0,258
2022-01-24,258,0.2966,0,0.4966,0.0,258
2022-01-25,258,0.2293,0,0.4912,0.0,258
2022-01-26,258,0.3439,0,0.4914,0.0,258
2022-01-27,258,0.2331,0,0.4902,0.0,258
2022-01-28,258,0.3561,0,0.5012,0.0,258
2022-02-07,258,0.367,0,0.4897,0.0,258
2022-02-08,258,0.3719,0,0.5003,0.0,258
2022-02-09,258,0.3565,0,0.4902,0.0,258
2022-02-10,258,0.3023,0,0.4913,0.0,258
2022-02-11,258,0.2517,0,0.4885,0.0,258
2022-02-14,258,0.3112,0,0.4909,0.0,258
2022-02-15,258,0.3095,0,0.4815,0.0,258
2022-02-16,258,0.3607,0,0.4736,0.0,258
2022-02-17,258,0.2874,0,0.4781,0.0,258
2022-02-18,258,0.3402,0,0.4833,0.0,258
2022-02-21,258,0.355,0,0.4938,0.0,258
2022-02-22,258,0.2643,0,0.4879,0.0,258
2022-02-23,258,0.3577,0,0.4955,0.0,258
2022-02-24,258,0.2509,0,0.495,0.0,258
2022-02-25,258,0.3539,0,0.5051,0.0,258
2022-02-28,258,0.3057,0,0.4967,0.0,258
2022-03-01,258,0.3497,0,0.5003,0.0,258
2022-03-02,258,0.3289,0,0.5034,0.0,258
2022-03-03,258,0.3053,0,0.497,0.0,258
2022-03-04,258,0.2687,0,0.4979,0.0,258
2022-03-07,258,0.2609,0,0.4944,0.0,258
2022-03-08,258,0.2391,0,0.4957,0.0,258
2022-03-09,258,0.2693,0,0.4984,0.0,258
2022-03-10,258,0.3651,0,0.4965,0.0,258
2022-03-11,258,0.3376,0,0.4965,0.0,258
2022-03-14,258,0.2405,0,0.499,0.0,258
2022-03-15,258,0.2216,0,0.4976,0.0,258
2022-03-16,258,0.3943,0,0.4957,0.0,258
2022-03-17,258,0.3668,0,0.4893,0.0,258
2022-03-18,258,0.3657,0,0.4939,0.0,258
2022-03-21,258,0.3486,0,0.4947,0.0,258
2022-03-22,258,0.3065,0,0.4982,0.0,258
2022-03-23,258,0.3123,0,0.5018,0.0,258
2022-03-24,258,0.2656,0,0.4939,0.0,258
2022-03-25,258,0.3042,0,0.5076,0.0,258
2022-03-28,258,0.2971,0,0.4974,0.0,258
2022-03-29,258,0.2763,0,0.4945,0.0,258
2022-03-30,258,0.365,0,0.4928,0.0,258
2022-03-31,258,0.305,0,0.5,0.0,258
2022-04-01,258,0.3068,0,0.4937,0.0,258
2022-04-06,258,0.3537,0,0.4982,0.0,258
2022-04-07,258,0.2513,0,0.5032,0.0,258
2022-04-08,258,0.2924,0,0.4966,0.0,258
2022-04-11,258,0.2533,0,0.5016,0.0,258
2022-04-12,258,0.3722,0,0.5062,0.0,258
2022-04-13,258,0.2691,0,0.5119,0.0,258
2022-04-14,258,0.3488,0,0.5062,0.0,258
2022-04-15,258,0.2671,0,0.5069,0.0,258
2022-04-18,258,0.331,0,0.5014,0.0,258
2022-04-19,258,0.3359,0,0.502,0.0,258
2022-04-20,258,0.2851,0,0.507,0.0,258
2022-04-21,258,0.2358,0,0.5031,0.0,258
2022-04-22,258,0.2939,0,0.5003,0.0,258
2022-04-25,258,0.2075,0,0.486,0.0,258
2022-04-26,258,0.2436,0,0.4743,0.0,258
2022-04-27,258,0.3731,0,0.4686,0.0,258
2022-04-28,258,0.2661,0,0.4667,0.0,258
2022-04-29,258,0.3953,0,0.4597,0.0,258
2022-05-05,258,0.3566,0,0.458,0.0,258
2022-05-06,258,0.2624,0,0.4569,0.0,258
2022-05-09,258,0.3604,0,0.4595,0.0,258
2022-05-10,258,0.3569,0,0.4638,0.0,258
2022-05-11,258,0.3002,0,0.4582,0.0,258
2022-05-12,258,0.3317,0,0.4572,0.0,258
