trade_date,industry_count,avg_mainline_strength,active_mainline_count,avg_leader_density,avg_breakout_ratio,row_count
2013-01-04,235,0.3238,5,0.5626,0.0,235
2013-01-07,234,0.399,12,0.56,0.0,234
2013-01-08,234,0.3881,10,0.5684,0.0,234
2013-01-09,234,0.3486,9,0.5617,0.0,234
2013-01-10,234,0.3613,7,0.5618,0.0,234
2013-01-11,234,0.2883,2,0.5672,0.0,234
2013-01-14,235,0.4469,16,0.5761,0.0,235
2013-01-15,235,0.4193,15,0.5784,0.0,235
2013-01-16,235,0.3301,7,0.5708,0.0,235
2013-01-17,235,0.3082,2,0.5665,0.0,235
2013-01-18,235,0.419,16,0.5703,0.0,235
2013-01-21,235,0.3811,10,0.5672,0.0,235
2013-01-22,235,0.3001,5,0.5757,0.0,235
2013-01-23,235,0.3401,10,0.5649,0.0,235
2013-01-24,235,0.284,2,0.5701,0.0,235
2013-01-25,235,0.3492,6,0.5805,0.0,235
2013-01-28,235,0.436,15,0.5725,0.0,235
2013-01-29,235,0.3913,13,0.5648,0.0,235
2013-01-30,235,0.341,8,0.5699,0.0,235
2013-01-31,235,0.3329,8,0.5752,0.0,235
2013-02-01,235,0.3734,4,0.5706,0.0,235
2013-02-04,235,0.3224,6,0.5692,0.0,235
2013-02-05,235,0.3908,11,0.5572,0.0,235
2013-02-06,235,0.3624,7,0.5546,0.0,235
2013-02-07,235,0.3534,7,0.5452,0.0,235
2013-02-08,235,0.4099,13,0.5467,0.0,235
2013-02-18,235,0.3754,10,0.5462,0.0,235
2013-02-19,235,0.2923,1,0.5528,0.0,235
2013-02-20,235,0.4179,15,0.542,0.0,235
2013-02-21,235,0.2924,3,0.5509,0.0,235
2013-02-22,235,0.3261,3,0.5555,0.0,235
2013-02-25,235,0.3932,15,0.5489,0.0,235
2013-02-26,235,0.2931,2,0.5472,0.0,235
2013-02-27,235,0.3489,10,0.5466,0.0,235
2013-02-28,235,0.4221,15,0.5473,0.0,235
2013-03-01,235,0.3904,10,0.5533,0.0,235
2013-03-04,235,0.2779,1,0.5622,0.0,235
2013-03-05,235,0.4294,15,0.5604,0.0,235
2013-03-06,235,0.4096,12,0.5563,0.0,235
2013-03-07,235,0.3123,6,0.5665,0.0,235
2013-03-08,235,0.3231,8,0.5659,0.0,235
2013-03-11,235,0.3467,7,0.5629,0.0,235
2013-03-12,235,0.2768,1,0.5651,0.0,235
