asof_date,src,symbol,v8_local_industry_id,v8_local_industry_name,v7_sw_l1_code,v7_sw_l1_name,mapping_type,manual_review_flag,jaccard_score,coverage_vs_v8,coverage_vs_v7,decision_reason
2026-03-30,SW2014,300439,851534.SI,851534.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.074004,1.0,0.074004,high_v8_coverage_single_parent
2026-03-30,SW2014,300440,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300441,850716.SI,850716.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.07541,1.0,0.07541,high_v8_coverage_single_parent
2026-03-30,SW2014,300442,852214.SI,852214.SI,801770.SI,通信,ONE_TO_ONE,0,0.119718,1.0,0.119718,high_v8_coverage_single_parent
2026-03-30,SW2014,300443,857362.SI,857362.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.057416,1.0,0.057416,high_v8_coverage_single_parent
2026-03-30,SW2014,300444,857381.SI,857381.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.062201,1.0,0.062201,high_v8_coverage_single_parent
2026-03-30,SW2014,300445,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300446,850922.SI,850922.SI,801880.SI,汽车,ONE_TO_ONE,0,0.111111,1.0,0.111111,high_v8_coverage_single_parent
2026-03-30,SW2014,300447,857451.SI,857451.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.42,0.984375,0.422819,high_v8_coverage_single_parent
2026-03-30,SW2014,300448,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300449,850702.SI,850702.SI,801750.SI,计算机,ONE_TO_ONE,0,0.063325,1.0,0.063325,high_v8_coverage_single_parent
2026-03-30,SW2014,300450,857373.SI,857373.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.04067,1.0,0.04067,high_v8_coverage_single_parent
2026-03-30,SW2014,300451,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300452,851511.SI,851511.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.079696,1.0,0.079696,high_v8_coverage_single_parent
2026-03-30,SW2014,300453,851533.SI,851533.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.098672,1.0,0.098672,high_v8_coverage_single_parent
2026-03-30,SW2014,300454,851042.SI,851042.SI,801750.SI,计算机,ONE_TO_ONE,0,0.092348,1.0,0.092348,high_v8_coverage_single_parent
2026-03-30,SW2014,300455,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300457,857373.SI,857373.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.04067,1.0,0.04067,high_v8_coverage_single_parent
2026-03-30,SW2014,300458,850814.SI,850814.SI,801080.SI,电子,ONE_TO_ONE,0,0.100196,1.0,0.100196,high_v8_coverage_single_parent
2026-03-30,SW2014,300459,857641.SI,857641.SI,801760.SI,传媒,ONE_TO_ONE,0,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,300460,850823.SI,850823.SI,801080.SI,电子,ONE_TO_ONE,0,0.02947,1.0,0.02947,high_v8_coverage_single_parent
2026-03-30,SW2014,300461,850784.SI,850784.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.040984,1.0,0.040984,high_v8_coverage_single_parent
2026-03-30,SW2014,300462,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300463,851534.SI,851534.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.074004,1.0,0.074004,high_v8_coverage_single_parent
2026-03-30,SW2014,300464,852062.SI,852062.SI,801200.SI,商业贸易,ONE_TO_ONE,0,0.06087,1.0,0.06087,high_v8_coverage_single_parent
2026-03-30,SW2014,300465,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300466,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300467,857641.SI,857641.SI,801760.SI,传媒,ONE_TO_ONE,0,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,300468,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300469,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300470,850716.SI,850716.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.07541,1.0,0.07541,high_v8_coverage_single_parent
2026-03-30,SW2014,300471,850727.SI,850727.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,300472,850727.SI,850727.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,300473,850925.SI,850925.SI,801880.SI,汽车,ONE_TO_ONE,0,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,300474,857451.SI,857451.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.42,0.984375,0.422819,high_v8_coverage_single_parent
2026-03-30,SW2014,300475,850841.SI,850841.SI,801080.SI,电子,ONE_TO_ONE,0,0.064833,1.0,0.064833,high_v8_coverage_single_parent
2026-03-30,SW2014,300476,850822.SI,850822.SI,801080.SI,电子,ONE_TO_ONE,0,0.082515,1.0,0.082515,high_v8_coverage_single_parent
2026-03-30,SW2014,300477,857372.SI,857372.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.100478,1.0,0.100478,high_v8_coverage_single_parent
2026-03-30,SW2014,300478,850353.SI,850353.SI,801030.SI,化工,ONE_TO_ONE,0,0.03956,1.0,0.03956,high_v8_coverage_single_parent
2026-03-30,SW2014,300479,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300480,850725.SI,850725.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.088525,1.0,0.088525,high_v8_coverage_single_parent
2026-03-30,SW2014,300481,850861.SI,850861.SI,801080.SI,电子,ONE_TO_ONE,0,0.066798,1.0,0.066798,high_v8_coverage_single_parent
2026-03-30,SW2014,300482,851534.SI,851534.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.074004,1.0,0.074004,high_v8_coverage_single_parent
2026-03-30,SW2014,300483,851631.SI,851631.SI,801160.SI,公用事业,ONE_TO_ONE,0,0.213235,1.0,0.213235,high_v8_coverage_single_parent
2026-03-30,SW2014,300484,850782.SI,850782.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.044262,1.0,0.044262,high_v8_coverage_single_parent
2026-03-30,SW2014,300485,851524.SI,851524.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.058824,1.0,0.058824,high_v8_coverage_single_parent
2026-03-30,SW2014,300486,850784.SI,850784.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.040984,1.0,0.040984,high_v8_coverage_single_parent
2026-03-30,SW2014,300487,850354.SI,850354.SI,801030.SI,化工,ONE_TO_ONE,0,0.030769,1.0,0.030769,high_v8_coverage_single_parent
2026-03-30,SW2014,300488,850751.SI,850751.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.116393,1.0,0.116393,high_v8_coverage_single_parent
2026-03-30,SW2014,300489,850833.SI,850833.SI,801080.SI,电子,ONE_TO_ONE,0,0.049116,1.0,0.049116,high_v8_coverage_single_parent
2026-03-30,SW2014,300490,857373.SI,857373.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.04067,1.0,0.04067,high_v8_coverage_single_parent
2026-03-30,SW2014,300491,857336.SI,857336.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.057416,1.0,0.057416,high_v8_coverage_single_parent
2026-03-30,SW2014,300492,857261.SI,857261.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.232955,1.0,0.232955,high_v8_coverage_single_parent
2026-03-30,SW2014,300493,850841.SI,850841.SI,801080.SI,电子,ONE_TO_ONE,0,0.064833,1.0,0.064833,high_v8_coverage_single_parent
2026-03-30,SW2014,300494,857641.SI,857641.SI,801760.SI,传媒,ONE_TO_ONE,0,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,300496,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300497,851511.SI,851511.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.079696,1.0,0.079696,high_v8_coverage_single_parent
2026-03-30,SW2014,300498,850172.SI,850172.SI,801010.SI,农林牧渔,ONE_TO_ONE,0,0.095238,1.0,0.095238,high_v8_coverage_single_parent
2026-03-30,SW2014,300499,850727.SI,850727.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,300500,857261.SI,857261.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.232955,1.0,0.232955,high_v8_coverage_single_parent
2026-03-30,SW2014,300502,851024.SI,851024.SI,801770.SI,通信,ONE_TO_ONE,0,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,300503,850716.SI,850716.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.07541,1.0,0.07541,high_v8_coverage_single_parent
2026-03-30,SW2014,300504,851026.SI,851026.SI,801770.SI,通信,ONE_TO_ONE,0,0.197183,1.0,0.197183,high_v8_coverage_single_parent
2026-03-30,SW2014,300505,850332.SI,850332.SI,801030.SI,化工,ONE_TO_ONE,0,0.01978,1.0,0.01978,high_v8_coverage_single_parent
2026-03-30,SW2014,300506,857221.SI,857221.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.130682,1.0,0.130682,high_v8_coverage_single_parent
2026-03-30,SW2014,300507,850923.SI,850923.SI,801880.SI,汽车,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300508,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300509,850726.SI,850726.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.016393,1.0,0.016393,high_v8_coverage_single_parent
2026-03-30,SW2014,300510,857321.SI,857321.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.059809,1.0,0.059809,high_v8_coverage_single_parent
2026-03-30,SW2014,300512,850726.SI,850726.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.016393,1.0,0.016393,high_v8_coverage_single_parent
2026-03-30,SW2014,300513,852213.SI,852213.SI,801770.SI,通信,ONE_TO_ONE,0,0.125874,0.947368,0.126761,high_v8_coverage_single_parent
2026-03-30,SW2014,300514,857323.SI,857323.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.028708,1.0,0.028708,high_v8_coverage_single_parent
2026-03-30,SW2014,300515,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300516,850841.SI,850841.SI,801080.SI,电子,ONE_TO_ONE,0,0.064833,1.0,0.064833,high_v8_coverage_single_parent
2026-03-30,SW2014,300517,857241.SI,857241.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.051136,1.0,0.051136,high_v8_coverage_single_parent
2026-03-30,SW2014,300518,852063.SI,852063.SI,801200.SI,商业贸易,ONE_TO_ONE,0,0.069565,1.0,0.069565,high_v8_coverage_single_parent
2026-03-30,SW2014,300519,851521.SI,851521.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.127135,1.0,0.127135,high_v8_coverage_single_parent
2026-03-30,SW2014,300520,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300521,850726.SI,850726.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.016393,1.0,0.016393,high_v8_coverage_single_parent
2026-03-30,SW2014,300522,850335.SI,850335.SI,801030.SI,化工,ONE_TO_ONE,0,0.035165,1.0,0.035165,high_v8_coverage_single_parent
2026-03-30,SW2014,300523,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300525,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300527,857431.SI,857431.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.080537,1.0,0.080537,high_v8_coverage_single_parent
2026-03-30,SW2014,300529,851533.SI,851533.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.098672,1.0,0.098672,high_v8_coverage_single_parent
2026-03-30,SW2014,300530,850339.SI,850339.SI,801030.SI,化工,ONE_TO_ONE,0,0.16044,1.0,0.16044,high_v8_coverage_single_parent
2026-03-30,SW2014,300531,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300532,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300533,857641.SI,857641.SI,801760.SI,传媒,ONE_TO_ONE,0,0.166667,1.0,0.166667,high_v8_coverage_single_parent
2026-03-30,SW2014,300534,851521.SI,851521.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.127135,1.0,0.127135,high_v8_coverage_single_parent
2026-03-30,SW2014,300535,850339.SI,850339.SI,801030.SI,化工,ONE_TO_ONE,0,0.16044,1.0,0.16044,high_v8_coverage_single_parent
2026-03-30,SW2014,300536,857251.SI,857251.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.119318,1.0,0.119318,high_v8_coverage_single_parent
2026-03-30,SW2014,300537,850861.SI,850861.SI,801080.SI,电子,ONE_TO_ONE,0,0.066798,1.0,0.066798,high_v8_coverage_single_parent
2026-03-30,SW2014,300538,850353.SI,850353.SI,801030.SI,化工,ONE_TO_ONE,0,0.03956,1.0,0.03956,high_v8_coverage_single_parent
2026-03-30,SW2014,300539,850351.SI,850351.SI,801030.SI,化工,ONE_TO_ONE,0,0.043956,1.0,0.043956,high_v8_coverage_single_parent
2026-03-30,SW2014,300540,850727.SI,850727.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,300541,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300542,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300543,851161.SI,851161.SI,801110.SI,家用电器,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300545,850831.SI,850831.SI,801080.SI,电子,ONE_TO_ONE,0,0.072692,1.0,0.072692,high_v8_coverage_single_parent
2026-03-30,SW2014,300546,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300547,850923.SI,850923.SI,801880.SI,汽车,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300548,851024.SI,851024.SI,801770.SI,通信,ONE_TO_ONE,0,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,300549,850727.SI,850727.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,300550,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300551,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300552,850703.SI,850703.SI,801750.SI,计算机,ONE_TO_ONE,0,0.158311,1.0,0.158311,high_v8_coverage_single_parent
2026-03-30,SW2014,300553,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300554,850713.SI,850713.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.019672,1.0,0.019672,high_v8_coverage_single_parent
2026-03-30,SW2014,300555,851026.SI,851026.SI,801770.SI,通信,ONE_TO_ONE,0,0.197183,1.0,0.197183,high_v8_coverage_single_parent
2026-03-30,SW2014,300556,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300557,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300558,851512.SI,851512.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.204934,1.0,0.204934,high_v8_coverage_single_parent
2026-03-30,SW2014,300559,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300560,852213.SI,852213.SI,801770.SI,通信,ONE_TO_ONE,0,0.125874,0.947368,0.126761,high_v8_coverage_single_parent
2026-03-30,SW2014,300561,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300562,851532.SI,851532.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.072106,1.0,0.072106,high_v8_coverage_single_parent
2026-03-30,SW2014,300563,851025.SI,851025.SI,801770.SI,通信,ONE_TO_ONE,0,0.077465,1.0,0.077465,high_v8_coverage_single_parent
2026-03-30,SW2014,300564,857261.SI,857261.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.232955,1.0,0.232955,high_v8_coverage_single_parent
2026-03-30,SW2014,300565,851024.SI,851024.SI,801770.SI,通信,ONE_TO_ONE,0,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,300566,850833.SI,850833.SI,801080.SI,电子,ONE_TO_ONE,0,0.049116,1.0,0.049116,high_v8_coverage_single_parent
2026-03-30,SW2014,300567,850731.SI,850731.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,300568,857372.SI,857372.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.100478,1.0,0.100478,high_v8_coverage_single_parent
2026-03-30,SW2014,300569,857362.SI,857362.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.057416,1.0,0.057416,high_v8_coverage_single_parent
2026-03-30,SW2014,300570,851024.SI,851024.SI,801770.SI,通信,ONE_TO_ONE,0,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,300571,852214.SI,852214.SI,801770.SI,通信,ONE_TO_ONE,0,0.119718,1.0,0.119718,high_v8_coverage_single_parent
2026-03-30,SW2014,300572,852182.SI,852182.SI,801210.SI,休闲服务,ONE_TO_ONE,0,0.215054,1.0,0.215054,high_v8_coverage_single_parent
2026-03-30,SW2014,300573,851512.SI,851512.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.204934,1.0,0.204934,high_v8_coverage_single_parent
2026-03-30,SW2014,300575,850333.SI,850333.SI,801030.SI,化工,ONE_TO_ONE,0,0.065934,1.0,0.065934,high_v8_coverage_single_parent
2026-03-30,SW2014,300576,850861.SI,850861.SI,801080.SI,电子,ONE_TO_ONE,0,0.066798,1.0,0.066798,high_v8_coverage_single_parent
2026-03-30,SW2014,300577,851325.SI,851325.SI,801130.SI,纺织服装,ONE_TO_ONE,0,0.092437,1.0,0.092437,high_v8_coverage_single_parent
2026-03-30,SW2014,300578,852214.SI,852214.SI,801770.SI,通信,ONE_TO_ONE,0,0.119718,1.0,0.119718,high_v8_coverage_single_parent
2026-03-30,SW2014,300579,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300580,850923.SI,850923.SI,801880.SI,汽车,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300581,857421.SI,857421.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.308725,1.0,0.308725,high_v8_coverage_single_parent
2026-03-30,SW2014,300582,850832.SI,850832.SI,801080.SI,电子,ONE_TO_ONE,0,0.058939,1.0,0.058939,high_v8_coverage_single_parent
2026-03-30,SW2014,300583,851511.SI,851511.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.079696,1.0,0.079696,high_v8_coverage_single_parent
2026-03-30,SW2014,300584,851512.SI,851512.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.204934,1.0,0.204934,high_v8_coverage_single_parent
2026-03-30,SW2014,300585,850923.SI,850923.SI,801880.SI,汽车,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300586,850353.SI,850353.SI,801030.SI,化工,ONE_TO_ONE,0,0.03956,1.0,0.03956,high_v8_coverage_single_parent
2026-03-30,SW2014,300587,850362.SI,850362.SI,801030.SI,化工,ONE_TO_ONE,0,0.01978,1.0,0.01978,high_v8_coverage_single_parent
2026-03-30,SW2014,300588,850702.SI,850702.SI,801750.SI,计算机,ONE_TO_ONE,0,0.063325,1.0,0.063325,high_v8_coverage_single_parent
2026-03-30,SW2014,300589,850935.SI,850935.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.067114,1.0,0.067114,high_v8_coverage_single_parent
2026-03-30,SW2014,300590,851026.SI,851026.SI,801770.SI,通信,ONE_TO_ONE,0,0.197183,1.0,0.197183,high_v8_coverage_single_parent
2026-03-30,SW2014,300591,851325.SI,851325.SI,801130.SI,纺织服装,ONE_TO_ONE,0,0.092437,1.0,0.092437,high_v8_coverage_single_parent
2026-03-30,SW2014,300592,852062.SI,852062.SI,801200.SI,商业贸易,ONE_TO_ONE,0,0.06087,1.0,0.06087,high_v8_coverage_single_parent
2026-03-30,SW2014,300593,857336.SI,857336.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.057416,1.0,0.057416,high_v8_coverage_single_parent
2026-03-30,SW2014,300594,850936.SI,850936.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.05082,1.0,0.05082,high_v8_coverage_single_parent
2026-03-30,SW2014,300595,851533.SI,851533.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.098672,1.0,0.098672,high_v8_coverage_single_parent
2026-03-30,SW2014,300596,850339.SI,850339.SI,801030.SI,化工,ONE_TO_ONE,0,0.16044,1.0,0.16044,high_v8_coverage_single_parent
2026-03-30,SW2014,300597,852213.SI,852213.SI,801770.SI,通信,ONE_TO_ONE,0,0.125874,0.947368,0.126761,high_v8_coverage_single_parent
2026-03-30,SW2014,300598,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300599,850616.SI,850616.SI,801710.SI,建筑材料,ONE_TO_ONE,0,0.088608,1.0,0.088608,high_v8_coverage_single_parent
2026-03-30,SW2014,300600,850935.SI,850935.SI,801740.SI,国防军工,ONE_TO_ONE,0,0.067114,1.0,0.067114,high_v8_coverage_single_parent
2026-03-30,SW2014,300601,851523.SI,851523.SI,801150.SI,医药生物,ONE_TO_ONE,0,0.024668,1.0,0.024668,high_v8_coverage_single_parent
2026-03-30,SW2014,300602,850854.SI,850854.SI,801080.SI,电子,ONE_TO_ONE,0,0.157171,1.0,0.157171,high_v8_coverage_single_parent
2026-03-30,SW2014,300603,852213.SI,852213.SI,801770.SI,通信,ONE_TO_ONE,0,0.125874,0.947368,0.126761,high_v8_coverage_single_parent
2026-03-30,SW2014,300604,850818.SI,850818.SI,801080.SI,电子,ONE_TO_ONE,0,0.047151,1.0,0.047151,high_v8_coverage_single_parent
2026-03-30,SW2014,300605,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300606,850713.SI,850713.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.019672,1.0,0.019672,high_v8_coverage_single_parent
2026-03-30,SW2014,300607,850781.SI,850781.SI,801890.SI,机械设备,ONE_TO_ONE,0,0.027869,1.0,0.027869,high_v8_coverage_single_parent
2026-03-30,SW2014,300608,851041.SI,851041.SI,801750.SI,计算机,ONE_TO_ONE,0,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,300609,852226.SI,852226.SI,801750.SI,计算机,ONE_TO_ONE,0,0.313984,1.0,0.313984,high_v8_coverage_single_parent
2026-03-30,SW2014,300610,850339.SI,850339.SI,801030.SI,化工,ONE_TO_ONE,0,0.16044,1.0,0.16044,high_v8_coverage_single_parent
2026-03-30,SW2014,300611,850923.SI,850923.SI,801880.SI,汽车,ONE_TO_ONE,0,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,300612,857651.SI,857651.SI,801760.SI,传媒,ONE_TO_ONE,0,0.153846,1.0,0.153846,high_v8_coverage_single_parent
2026-03-30,SW2014,300613,850814.SI,850814.SI,801080.SI,电子,ONE_TO_ONE,0,0.100196,1.0,0.100196,high_v8_coverage_single_parent
2026-03-30,SW2014,300614,859713.SI,859713.SI,,,UNMATCHED,1,0.0,0.0,0.0,no_shared_symbols
2026-03-30,SW2014,300615,851026.SI,851026.SI,801770.SI,通信,ONE_TO_ONE,0,0.197183,1.0,0.197183,high_v8_coverage_single_parent
2026-03-30,SW2014,300616,851438.SI,851438.SI,801140.SI,轻工制造,ONE_TO_ONE,0,0.075581,1.0,0.075581,high_v8_coverage_single_parent
2026-03-30,SW2014,300617,857381.SI,857381.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.062201,1.0,0.062201,high_v8_coverage_single_parent
2026-03-30,SW2014,300619,857373.SI,857373.SI,801730.SI,电气设备,ONE_TO_ONE,0,0.04067,1.0,0.04067,high_v8_coverage_single_parent
2026-03-30,SW2014,300620,851024.SI,851024.SI,801770.SI,通信,ONE_TO_ONE,0,0.246479,1.0,0.246479,high_v8_coverage_single_parent
2026-03-30,SW2014,300621,857221.SI,857221.SI,801720.SI,建筑装饰,ONE_TO_ONE,0,0.130682,1.0,0.130682,high_v8_coverage_single_parent
2026-03-30,SW2014,300622,852041.SI,852041.SI,801200.SI,商业贸易,ONE_TO_ONE,0,0.06087,1.0,0.06087,high_v8_coverage_single_parent
2026-03-30,SW2014,300623,850812.SI,850812.SI,801080.SI,电子,ONE_TO_ONE,0,0.035363,1.0,0.035363,high_v8_coverage_single_parent
2026-03-30,SW2014,300624,851042.SI,851042.SI,801750.SI,计算机,ONE_TO_ONE,0,0.092348,1.0,0.092348,high_v8_coverage_single_parent
2026-03-30,SW2014,300625,851151.SI,851151.SI,801110.SI,家用电器,ONE_TO_ONE,0,0.111111,1.0,0.111111,high_v8_coverage_single_parent
