trade_date,industry_count,avg_capital_flow_score,avg_flow_strength,avg_market_share,row_count
2026-01-05,267,0.1904,0.3612,0.0561,267
2026-01-06,268,0.2093,0.3688,0.0557,268
2026-01-07,268,0.2076,0.37,0.0558,268
2026-01-08,268,0.2048,0.3653,0.0555,268
2026-01-09,354,0.1999,0.368,0.0446,354
2026-01-12,353,0.2109,0.3847,0.0445,353
2026-01-13,353,0.2085,0.3875,0.0446,353
2026-01-14,354,0.2116,0.3907,0.0443,354
2026-01-15,354,0.1886,0.3595,0.0444,354
2026-01-16,354,0.1981,0.3625,0.0442,354
2026-01-19,353,0.1955,0.3634,0.045,353
2026-01-20,354,0.199,0.3655,0.0451,354
2026-01-21,353,0.1892,0.351,0.0449,353
2026-01-22,353,0.194,0.3542,0.0448,353
2026-01-23,353,0.2025,0.3677,0.0451,353
2026-01-26,353,0.2059,0.3812,0.0456,353
2026-01-27,353,0.1902,0.3639,0.0449,353
2026-01-28,353,0.1949,0.3558,0.045,353
2026-01-29,353,0.2023,0.3677,0.045,353
2026-01-30,351,0.195,0.3645,0.0457,351
2026-02-02,351,0.1915,0.3573,0.0454,351
2026-02-03,349,0.1846,0.3405,0.045,349
2026-02-04,350,0.1889,0.3426,0.0455,350
2026-02-05,350,0.1842,0.3361,0.0461,350
2026-02-06,349,0.1857,0.3375,0.0462,349
2026-02-09,349,0.1864,0.3385,0.0454,349
2026-02-10,349,0.1805,0.3276,0.0455,349
2026-02-11,349,0.1779,0.3195,0.0457,349
2026-02-12,349,0.1814,0.3267,0.0452,349
2026-02-13,349,0.1715,0.3107,0.0452,349
2026-02-24,348,0.1866,0.3307,0.0451,348
2026-02-25,348,0.1903,0.3406,0.0457,348
2026-02-26,348,0.1862,0.3412,0.0449,348
2026-02-27,348,0.1849,0.3365,0.0451,348
2026-03-02,348,0.2062,0.3721,0.0455,348
2026-03-03,348,0.2011,0.3734,0.0456,348
2026-03-04,348,0.1796,0.3399,0.0459,348
2026-03-05,348,0.1825,0.3336,0.0452,348
2026-03-06,346,0.1807,0.3313,0.0461,346
2026-03-09,346,0.1964,0.3495,0.0462,346
2026-03-10,345,0.181,0.3332,0.0456,345
2026-03-11,345,0.1866,0.3356,0.0457,345
2026-03-12,345,0.1863,0.3366,0.0461,345
2026-03-13,345,0.1854,0.3371,0.0442,345
2026-03-16,345,0.1849,0.3367,0.0459,345
2026-03-17,345,0.183,0.3347,0.0459,345
2026-03-18,345,0.1758,0.3206,0.0452,345
2026-03-19,345,0.1825,0.3282,0.0459,345
2026-03-20,345,0.1851,0.3367,0.045,345
2026-03-23,345,0.2014,0.3673,0.0462,345
2026-03-24,345,0.1817,0.3432,0.0462,345
2026-03-25,345,0.1836,0.3318,0.0456,345
2026-03-26,345,0.1771,0.32,0.0457,345
2026-03-27,345,0.176,0.3138,0.0463,345
2026-03-30,345,0.1789,0.3173,0.0427,345
2026-03-31,345,0.1808,0.3235,0.0413,345
2026-04-01,345,0.1702,0.3094,0.0282,345
2026-04-02,345,0.168,0.3058,0.0327,345
2026-04-03,345,0.1652,0.3016,0.035,345
2026-04-07,344,0.1422,0.2349,0.0467,344
2026-04-08,344,0.152,0.2349,0.0461,344
2026-04-09,344,0.1382,0.2349,0.0457,344
2026-04-10,344,0.1432,0.2349,0.045,344
2026-04-13,344,0.1414,0.2349,0.0455,344
2026-04-14,344,0.1449,0.2349,0.0453,344
2026-04-15,344,0.1438,0.2349,0.0454,344
2026-04-16,344,0.1425,0.2349,0.0455,344
2026-04-17,344,0.1435,0.2349,0.0453,344
2026-04-20,344,0.144,0.2349,0.0453,344
2026-04-21,344,0.1405,0.2349,0.0455,344
2026-04-22,344,0.1425,0.2349,0.0449,344
2026-04-23,344,0.1457,0.2349,0.0452,344
2026-04-24,274,0.1552,0.2438,0.0552,274
2026-04-27,274,0.1503,0.2438,0.0557,274
2026-04-28,274,0.1511,0.2438,0.0566,274
2026-04-29,274,0.1512,0.2438,0.0567,274
2026-04-30,274,0.1513,0.2438,0.0564,274
2026-05-06,274,0.1539,0.2436,0.0556,274
2026-05-07,274,0.1517,0.2438,0.0559,274
2026-05-08,274,0.1505,0.2438,0.0561,274
2026-05-11,274,0.1545,0.2438,0.0557,274
2026-05-12,274,0.1478,0.2438,0.0556,274
2026-05-13,274,0.1518,0.2438,0.0555,274
2026-05-14,274,0.1522,0.2438,0.0555,274
2026-05-15,274,0.1496,0.2438,0.0554,274
