trade_date,industry_count,avg_capital_flow_score,avg_flow_strength,avg_market_share,row_count
2022-01-04,288,0.185,0.3492,0.0569,288
2022-01-05,288,0.2036,0.3557,0.0567,288
2022-01-06,288,0.1924,0.3378,0.0566,288
2022-01-07,288,0.2028,0.3495,0.0572,288
2022-01-10,288,0.1864,0.3239,0.0571,288
2022-01-11,288,0.1918,0.328,0.057,288
2022-01-12,288,0.1898,0.3285,0.0571,288
2022-01-13,288,0.1928,0.3324,0.0567,288
2022-01-14,288,0.1939,0.3377,0.0568,288
2022-01-17,288,0.187,0.3268,0.0555,288
2022-01-18,288,0.1949,0.3387,0.0551,288
2022-01-19,288,0.1836,0.3171,0.0557,288
2022-01-20,288,0.1943,0.3356,0.0556,288
2022-01-21,288,0.1777,0.305,0.0553,288
2022-01-24,288,0.1709,0.2852,0.0558,288
2022-01-25,288,0.1874,0.3162,0.0563,288
2022-01-26,288,0.1665,0.2814,0.0557,288
2022-01-27,288,0.176,0.2904,0.0557,288
2022-01-28,288,0.173,0.2865,0.0559,288
2022-02-07,288,0.1754,0.2887,0.0566,288
2022-02-08,288,0.1791,0.2945,0.0562,288
2022-02-09,288,0.1823,0.3004,0.0561,288
2022-02-10,288,0.181,0.2976,0.0563,288
2022-02-11,288,0.1853,0.3077,0.056,288
2022-02-14,288,0.1751,0.2912,0.056,288
2022-02-15,288,0.1758,0.2882,0.0564,288
2022-02-16,288,0.1818,0.2977,0.0571,288
2022-02-17,288,0.1905,0.3156,0.0575,288
2022-02-18,288,0.1746,0.2936,0.0566,288
2022-02-21,288,0.1836,0.3063,0.0557,288
2022-02-22,288,0.1886,0.3186,0.0561,288
2022-02-23,288,0.1904,0.32,0.0565,288
2022-02-24,288,0.2151,0.3683,0.0571,288
2022-02-25,288,0.1829,0.3225,0.0573,288
2022-02-28,288,0.1859,0.3106,0.0576,288
2022-03-01,288,0.1884,0.314,0.0572,288
2022-03-02,288,0.1847,0.3119,0.0573,288
2022-03-03,288,0.1947,0.3264,0.0573,288
2022-03-04,288,0.1922,0.3274,0.0573,288
2022-03-07,288,0.1917,0.3235,0.0574,288
2022-03-08,288,0.1987,0.3381,0.0574,288
2022-03-09,288,0.202,0.3512,0.0574,288
