trade_date,industry_count,avg_capital_flow_score,avg_flow_strength,avg_market_share,row_count
2026-01-05,176,0.2115,0.3613,0.0617,176
2026-01-06,176,0.2339,0.3708,0.0616,176
2026-01-07,176,0.226,0.3658,0.0608,176
2026-01-08,176,0.2266,0.3669,0.061,176
2026-01-09,230,0.2256,0.3702,0.0475,230
2026-01-12,230,0.2394,0.3923,0.0481,230
2026-01-13,230,0.234,0.3946,0.0483,230
2026-01-14,230,0.2379,0.4002,0.0485,230
2026-01-15,230,0.2143,0.3646,0.0483,230
2026-01-16,230,0.2185,0.3606,0.0471,230
2026-01-19,230,0.2173,0.3602,0.0472,230
2026-01-20,230,0.2253,0.3677,0.0479,230
2026-01-21,230,0.2142,0.3521,0.0469,230
2026-01-22,230,0.2202,0.3576,0.047,230
2026-01-23,230,0.2328,0.3775,0.0478,230
2026-01-26,230,0.2325,0.3885,0.0481,230
2026-01-27,230,0.215,0.3676,0.0464,230
2026-01-28,230,0.2187,0.3592,0.0465,230
2026-01-29,230,0.2259,0.3695,0.0469,230
2026-01-30,230,0.2188,0.3639,0.0475,230
