trade_date,industry_count,avg_capital_flow_score,avg_flow_strength,avg_market_share,row_count
2026-04-20,344,0.1272,0.2349,0.0453,344
2026-04-21,344,0.1405,0.2349,0.0455,344
2026-04-22,344,0.1425,0.2349,0.0449,344
2026-04-23,344,0.1457,0.2349,0.0452,344
2026-04-24,274,0.1552,0.2438,0.0552,274
2026-04-27,274,0.1503,0.2438,0.0557,274
2026-04-28,274,0.1511,0.2438,0.0566,274
2026-04-29,274,0.1512,0.2438,0.0567,274
2026-04-30,274,0.1513,0.2438,0.0564,274
2026-05-06,274,0.1539,0.2436,0.0556,274
2026-05-07,274,0.1517,0.2438,0.0559,274
2026-05-08,274,0.1505,0.2438,0.0561,274
2026-05-11,274,0.1545,0.2438,0.0557,274
2026-05-12,274,0.1478,0.2438,0.0556,274
2026-05-13,274,0.1518,0.2438,0.0555,274
2026-05-14,274,0.1522,0.2438,0.0555,274
2026-05-15,274,0.1496,0.2438,0.0554,274
